date,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2013-10-31,5.6,1600,1600,-0.06,-1.06,5.6,"Oct 31, 13",-0.13580246913580257
2013-11-04,5.5,11150,11150,-0.1,-1.786,5.6114,"Nov 4, 13",-0.15123456790123463
2013-11-05,5.71,100,100,0.21,3.818,5.71,"Nov 5, 13",-0.11882716049382723
2013-11-06,5.81,2400,2400,0.1,1.751,5.7676,"Nov 6, 13",-0.10339506172839519
2013-11-07,5.58,12200,12200,-0.23,-3.959,5.6984,"Nov 7, 13",-0.13888888888888892
2013-11-08,6.19,6700,6700,0.61,10.932,6.088,"Nov 8, 13",-0.04475308641975309
2013-11-11,6.04,4200,4200,-0.15,-2.423,6.1421,"Nov 11, 13",-0.06790123456790129
2013-11-12,6,100,100,-0.04,-0.662,6,"Nov 12, 13",-0.07407407407407414
2013-11-13,5.9,4300,4300,-0.1,-1.667,5.8801,"Nov 13, 13",-0.08950617283950618
2013-11-14,5.92,1861,1861,0.02,0.339,5.9199,"Nov 14, 13",-0.08641975308641982
2013-11-15,6.06,200,200,0.14,2.365,6.06,"Nov 15, 13",-0.06481481481481494
2013-11-18,5.9,27857,27857,-0.16,-2.64,5.9338,"Nov 18, 13",-0.08950617283950618
2013-11-19,5.6,2500,2500,-0.3,-5.085,5.6028,"Nov 19, 13",-0.13580246913580257
2013-11-20,5.59,7400,7400,-0.01,-0.179,5.6065,"Nov 20, 13",-0.13734567901234576
2013-11-21,5.95,11073,11073,0.36,6.44,5.9568,"Nov 21, 13",-0.08179012345679015
2013-11-22,6.12,200,200,0.17,2.857,6.12,"Nov 22, 13",-0.0555555555555556
2013-11-25,6.25,3222,3222,0.13,2.124,6.185,"Nov 25, 13",-0.03549382716049389
2013-11-26,6.08,1100,1100,-0.17,-2.72,6.0855,"Nov 26, 13",-0.06172839506172845
2013-11-27,6.28,1100,1100,0.2,3.289,6.0709,"Nov 27, 13",-0.030864197530864224
2013-12-02,6.14,3100,3100,-0.14,-2.229,6.29,"Dec 2, 13",-0.05246913580246925
2013-12-03,5.89,4100,4100,-0.25,-4.072,5.9254,"Dec 3, 13",-0.0910493827160495
2013-12-04,6.03,4100,4100,0.14,2.377,6.1327,"Dec 4, 13",-0.06944444444444446
2013-12-05,6.05,4000,4000,0.02,0.332,6.0064,"Dec 5, 13",-0.06635802469135811
2013-12-06,6.29,8400,8400,0.24,3.967,6.26,"Dec 6, 13",-0.029320987654321045
2013-12-11,5.65,1100,1100,-0.64,-10.175,5.6555,"Dec 11, 13",-0.12808641975308643
2013-12-12,5.95,2200,2200,0.3,5.31,5.7686,"Dec 12, 13",-0.08179012345679015
2013-12-16,5.6,75390,75390,-0.35,-5.882,5.5952,"Dec 16, 13",-0.13580246913580257
2013-12-17,5.31,7455,7455,-0.29,-5.179,5.3293,"Dec 17, 13",-0.18055555555555566
2013-12-18,5.63,100,100,0.32,6.026,5.63,"Dec 18, 13",-0.13117283950617292
2013-12-19,5.36,5900,5900,-0.27,-4.796,5.8276,"Dec 19, 13",-0.17283950617283952
2013-12-20,5.83,94380,94380,0.47,8.769,5.6575,"Dec 20, 13",-0.10030864197530868
2013-12-23,6,7100,7100,0.17,2.916,5.9929,"Dec 23, 13",-0.07407407407407414
2013-12-26,6.1,11992,11992,0.1,1.667,6.129,"Dec 26, 13",-0.05864197530864209
2013-12-27,6.1,1000,1000,0,0,6.1,"Dec 27, 13",-0.05864197530864209
2013-12-31,6.29,7998,7998,0.19,3.115,6.2735,"Dec 31, 13",-0.029320987654321045
2014-01-06,6.47,100,100,0.18,2.862,6.47,"Jan 6, 14",-0.0015432098765433139
2014-01-07,6.23,300,300,-0.24,-3.709,6.23,"Jan 7, 14",-0.038580246913580245
2014-01-08,6.33,1100,1100,0.1,1.605,6.3299,"Jan 8, 14",-0.023148148148148202
2014-01-09,6.36,3200,3200,0.03,0.474,6.3812,"Jan 9, 14",-0.018518518518518535
2014-01-10,6.38,1000,1000,0.02,0.314,6.365,"Jan 10, 14",-0.01543209876543218
2014-01-13,6.1,2600,2600,-0.28,-4.389,6.1012,"Jan 13, 14",-0.05864197530864209
2014-01-15,6.27,8440,8440,0.17,2.787,6.1926,"Jan 15, 14",-0.03240740740740754
2014-01-16,6.2492,500,500,-0.0208,-0.332,6.2492,"Jan 16, 14",-0.035617283950617334
2014-01-21,6.6,86230,86230,0.3508,5.614,6.6274,"Jan 21, 14",0.018518518518518396
2014-01-22,7.05,8007,8007,0.45,6.818,7.0134,"Jan 22, 14",0.08796296296296287
2014-01-23,6.47,20585,20585,-0.58,-8.227,6.452,"Jan 23, 14",-0.0015432098765433139
2014-01-24,6.2,12000,12000,-0.27,-4.173,6.2017,"Jan 24, 14",-0.04320987654320991
2014-01-27,6.11,771209,771209,-0.09,-1.452,6.1706,"Jan 27, 14",-0.057098765432098776
2014-01-28,5.87,10055,10055,-0.24,-3.928,5.9139,"Jan 28, 14",-0.09413580246913585
2014-01-29,5.85,8336,8336,-0.02,-0.341,5.804,"Jan 29, 14",-0.09722222222222233
2014-01-30,5.86,15959,15959,0.01,0.171,5.7736,"Jan 30, 14",-0.09567901234567902
2014-01-31,5.63,13553,13553,-0.23,-3.925,5.6226,"Jan 31, 14",-0.13117283950617292
2014-02-03,5.199,21157,21157,-0.431,-7.655,5.283,"Feb 3, 14",-0.19768518518518527
2014-02-05,5.64,200,200,0.441,8.482,5.43,"Feb 5, 14",-0.12962962962962973
2014-02-06,5.75,73136,73136,0.11,1.95,5.7404,"Feb 6, 14",-0.11265432098765438
2014-02-07,5.78,25755,25755,0.03,0.522,5.743,"Feb 7, 14",-0.10802469135802471
2014-02-10,5.85,2500,2500,0.07,1.211,5.9304,"Feb 10, 14",-0.09722222222222233
2014-02-11,6.09,1500,1500,0.24,4.103,6.004,"Feb 11, 14",-0.06018518518518527
2014-02-12,6.09,200,200,0,0,6.09,"Feb 12, 14",-0.06018518518518527
2014-02-13,6.44,3506,3506,0.35,5.747,6.4403,"Feb 13, 14",-0.006172839506172844
2014-02-14,6.49,14800,14800,0.05,0.776,6.4392,"Feb 14, 14",0.0015432098765431768
2014-02-18,6.48,6200,6200,-0.01,-0.154,6.4708,"Feb 18, 14",0
2014-02-19,6.48,400,400,0,0,6.13,"Feb 19, 14",0
2014-02-20,6.05,27727,27727,-0.43,-6.636,6.0257,"Feb 20, 14",-0.06635802469135811
2014-02-21,6,6800,6800,-0.05,-0.826,6.0419,"Feb 21, 14",-0.07407407407407414
2014-02-26,6.16,400,400,0.16,2.667,6.175,"Feb 26, 14",-0.049382716049382755
2014-02-27,6.33,200,200,0.17,2.76,6.255,"Feb 27, 14",-0.023148148148148202
2014-02-28,6.55,16800,16800,0.22,3.476,6.4704,"Feb 28, 14",0.010802469135802375
2014-03-04,6.65,6800,6800,0.1,1.527,6.6613,"Mar 4, 14",0.026234567901234556
2014-03-05,6.54,631801,631801,-0.11,-1.654,6.5114,"Mar 5, 14",0.009259259259259198
2014-03-06,6.8,3800,3800,0.26,3.976,6.8492,"Mar 6, 14",0.049382716049382616
2014-03-07,6.79,6178,6178,-0.01,-0.147,6.7637,"Mar 7, 14",0.04783950617283944
2014-03-10,6.74,4376,4376,-0.05,-0.736,6.7677,"Mar 10, 14",0.04012345679012342
2014-03-11,6.73,100,100,-0.01,-0.148,6.73,"Mar 11, 14",0.038580246913580245
2014-03-12,6.69,2300,2300,-0.04,-0.594,6.6093,"Mar 12, 14",0.0324074074074074
2014-03-13,6.8,100,100,0.11,1.644,6.8,"Mar 13, 14",0.049382716049382616
2014-03-14,6.86,500,500,0.06,0.882,6.86,"Mar 14, 14",0.05864197530864196
2014-03-17,6.75,900,900,-0.11,-1.603,6.7567,"Mar 17, 14",0.041666666666666595
2014-03-18,6.77,2100,2100,0.02,0.296,6.7686,"Mar 18, 14",0.04475308641975295
2014-03-19,6.9,12009,12009,0.13,1.92,6.729,"Mar 19, 14",0.0648148148148148
2014-03-20,7.3501,89395,89395,0.4501,6.523,7.4007,"Mar 20, 14",0.13427469135802467
2014-03-21,6.5,85070,85070,-0.8501,-11.566,6.5335,"Mar 21, 14",0.0030864197530863537
2014-03-24,6.23,474204,474204,-0.27,-4.154,6.4032,"Mar 24, 14",-0.038580246913580245
2014-03-25,6.35,51464,51464,0.12,1.926,6.3327,"Mar 25, 14",-0.02006172839506185
2014-03-26,6.15,31459,31459,-0.2,-3.15,6.208,"Mar 26, 14",-0.05092592592592594
2014-03-27,5.99,22274,22274,-0.16,-2.602,5.8942,"Mar 27, 14",-0.07561728395061731
2014-03-28,6.23,43200,43200,0.24,4.007,6.3632,"Mar 28, 14",-0.038580246913580245
2014-03-31,6.45,233,233,0.22,3.531,6.3862,"Mar 31, 14",-0.0046296296296296675
2014-04-01,6.58,117400,117400,0.13,2.016,6.5693,"Apr 1, 14",0.015432098765432042
2014-04-02,6.86,37914,37914,0.28,4.255,6.9556,"Apr 2, 14",0.05864197530864196
2014-04-03,6.85,2000,2000,-0.01,-0.146,6.8077,"Apr 3, 14",0.057098765432098644
2014-04-04,6.51,3266,3266,-0.34,-4.964,6.8464,"Apr 4, 14",0.0046296296296295305
2014-04-07,6.4,30700,30700,-0.11,-1.69,6.324,"Apr 7, 14",-0.012345679012345689
2014-04-08,6.24,26303,26303,-0.16,-2.5,6.2758,"Apr 8, 14",-0.03703703703703707
2014-04-09,6.35,5879,5879,0.11,1.763,6.3364,"Apr 9, 14",-0.02006172839506185
2014-04-10,5.95,36397,36397,-0.4,-6.299,6.0802,"Apr 10, 14",-0.08179012345679015
2014-04-11,5.73,16150,16150,-0.22,-3.697,5.7709,"Apr 11, 14",-0.11574074074074073
2014-04-14,5.74,1400,1400,0.01,0.175,5.74,"Apr 14, 14",-0.11419753086419755
2014-04-15,5.74,5459,5459,0,0,5.8585,"Apr 15, 14",-0.11419753086419755
2014-04-16,5.85,22551,22551,0.11,1.916,5.8307,"Apr 16, 14",-0.09722222222222233
2014-04-17,6.22,5600,5600,0.37,6.325,5.9698,"Apr 17, 14",-0.04012345679012356
2014-04-21,5.98,6400,6400,-0.24,-3.859,5.9143,"Apr 21, 14",-0.07716049382716049
2014-04-22,5.84,59218,59218,-0.14,-2.341,5.6236,"Apr 22, 14",-0.09876543209876551
2014-04-23,5.98,2200,2200,0.14,2.397,5.9755,"Apr 23, 14",-0.07716049382716049
2014-04-24,5.63,13171,13171,-0.35,-5.853,5.7492,"Apr 24, 14",-0.13117283950617292
2014-04-25,5.71,8742,8742,0.08,1.421,5.6147,"Apr 25, 14",-0.11882716049382723
2014-04-28,5.39,15900,15900,-0.32,-5.604,5.3033,"Apr 28, 14",-0.16820987654320999
2014-04-29,5.4,10176,10176,0.01,0.186,5.4331,"Apr 29, 14",-0.16666666666666666
2014-04-30,5.44,5190,5190,0.04,0.741,5.397,"Apr 30, 14",-0.16049382716049382
2014-05-01,5.26,78544,78544,-0.18,-3.309,5.3586,"May 1, 14",-0.1882716049382717
2014-05-02,5.33,8700,8700,0.07,1.331,5.4289,"May 2, 14",-0.17746913580246917
2014-05-05,5.15,9903,9903,-0.18,-3.377,5.2496,"May 5, 14",-0.2052469135802469
2014-05-06,5.03,14446,14446,-0.12,-2.33,5.0674,"May 6, 14",-0.22376543209876545
2014-05-07,5.11,202,202,0.08,1.59,5.1201,"May 7, 14",-0.21141975308641975
2014-05-08,5.4,3900,3900,0.29,5.675,5.4304,"May 8, 14",-0.16666666666666666
2014-05-09,5.36,3800,3800,-0.04,-0.741,5.4761,"May 9, 14",-0.17283950617283952
2014-05-12,5.55,9333427,9333427,0.19,3.545,5.2013,"May 12, 14",-0.1435185185185186
2014-05-13,5.3601,2713,2713,-0.1899,-3.422,5.3967,"May 13, 14",-0.1728240740740741
2014-05-14,5.03,1008317,1008317,-0.3301,-6.158,4.6939,"May 14, 14",-0.22376543209876545
2014-05-15,5.47,32049,32049,0.44,8.748,4.9587,"May 15, 14",-0.15586419753086428
2014-05-16,5.3,6100,6100,-0.17,-3.108,5.2741,"May 16, 14",-0.18209876543209885
2014-05-20,5.33,2000,2000,0.03,0.566,5.33,"May 20, 14",-0.17746913580246917
2014-05-22,5.13,800,800,-0.2,-3.752,5.1338,"May 22, 14",-0.2083333333333334
2014-05-27,5.13,5900,5900,0,0,5.2192,"May 27, 14",-0.2083333333333334
2014-05-28,5.21,19520,19520,0.08,1.559,5.288,"May 28, 14",-0.19598765432098772
2014-05-30,5.28,500,500,0.07,1.344,5.381,"May 30, 14",-0.1851851851851852
2014-06-02,5.35,26170,26170,0.07,1.326,5.3501,"Jun 2, 14",-0.17438271604938282
2014-06-03,5.25,64051,64051,-0.1,-1.869,5.2522,"Jun 3, 14",-0.18981481481481488
2014-06-04,5.335,650,650,0.085,1.619,5.3346,"Jun 4, 14",-0.1766975308641976
2014-06-05,5.36,42400,42400,0.025,0.469,5.3004,"Jun 5, 14",-0.17283950617283952
2014-06-06,5.39,62264,62264,0.03,0.56,5.4259,"Jun 6, 14",-0.16820987654320999
2014-06-09,5.63,62600,62600,0.24,4.453,5.7893,"Jun 9, 14",-0.13117283950617292
2014-06-10,5.6125,500,500,-0.0175,-0.311,5.6125,"Jun 10, 14",-0.13387345679012355
2014-06-11,5.45,8595,8595,-0.1625,-2.895,5.5225,"Jun 11, 14",-0.15895061728395066
2014-06-12,5.41,15022,15022,-0.04,-0.734,5.4875,"Jun 12, 14",-0.1651234567901235
2014-06-13,5.35,4250,4250,-0.06,-1.109,5.4102,"Jun 13, 14",-0.17438271604938282
2014-06-16,5.2,510256,510256,-0.15,-2.804,5.2689,"Jun 16, 14",-0.19753086419753088
2014-06-17,5.4,255967,255967,0.2,3.846,5.2741,"Jun 17, 14",-0.16666666666666666
2014-06-18,5.37,9164,9164,-0.03,-0.556,5.4,"Jun 18, 14",-0.17129629629629634
2014-06-19,5.25,531800,531800,-0.12,-2.235,5.2715,"Jun 19, 14",-0.18981481481481488
2014-06-20,5.61,1398155,1398155,0.36,6.857,5.4152,"Jun 20, 14",-0.13425925925925927
2014-06-23,5.4,34016,34016,-0.21,-3.743,5.6194,"Jun 23, 14",-0.16666666666666666
2014-06-25,5.35,50,50,-0.05,-0.926,5.35,"Jun 25, 14",-0.17438271604938282
2014-06-26,5.32,14200,14200,-0.03,-0.561,5.2879,"Jun 26, 14",-0.17901234567901236
2014-06-27,5.32,1103800,1103800,0,0,5.153,"Jun 27, 14",-0.17901234567901236
2014-06-30,5.26,13752,13752,-0.06,-1.128,5.4404,"Jun 30, 14",-0.1882716049382717
2014-07-01,5.5,26200,26200,0.24,4.563,5.5001,"Jul 1, 14",-0.15123456790123463
2014-07-02,5.29,40116,40116,-0.21,-3.818,5.2799,"Jul 2, 14",-0.183641975308642
2014-07-08,5.59,240,240,0.3,5.671,5.45,"Jul 8, 14",-0.13734567901234576
2014-07-09,5.61,3805,3805,0.02,0.358,5.5266,"Jul 9, 14",-0.13425925925925927
2014-07-10,5.59,500,500,-0.02,-0.357,5.59,"Jul 10, 14",-0.13734567901234576
2014-07-11,5.45,19384,19384,-0.14,-2.504,5.3686,"Jul 11, 14",-0.15895061728395066
2014-07-14,5.36,5300,5300,-0.09,-1.651,5.3781,"Jul 14, 14",-0.17283950617283952
2014-07-15,5.3,12605,12605,-0.06,-1.119,5.3021,"Jul 15, 14",-0.18209876543209885
2014-07-16,5.2,4995,4995,-0.1,-1.887,5.2608,"Jul 16, 14",-0.19753086419753088
2014-07-17,5.07,98850,98850,-0.13,-2.5,5.2318,"Jul 17, 14",-0.2175925925925926
2014-07-18,5.25,10600,10600,0.18,3.55,5.2452,"Jul 18, 14",-0.18981481481481488
2014-07-21,5.18,5535,5535,-0.07,-1.333,5.1738,"Jul 21, 14",-0.20061728395061737
2014-07-22,5.39,10800,10800,0.21,4.054,5.3014,"Jul 22, 14",-0.16820987654320999
2014-07-23,5.3399,3102,3102,-0.0501,-0.929,5.3768,"Jul 23, 14",-0.1759413580246914
2014-07-24,5.48,100,100,0.1401,2.624,5.48,"Jul 24, 14",-0.15432098765432098
2014-07-25,5.75,3825,3825,0.27,4.927,5.6505,"Jul 25, 14",-0.11265432098765438
2014-07-28,5.55,100,100,-0.2,-3.478,5.55,"Jul 28, 14",-0.1435185185185186
2014-07-29,5.44,2100,2100,-0.11,-1.982,5.2867,"Jul 29, 14",-0.16049382716049382
2014-07-30,5.2,24400,24400,-0.24,-4.412,5.2525,"Jul 30, 14",-0.19753086419753088
2014-07-31,5.15,12210,12210,-0.05,-0.962,5.0762,"Jul 31, 14",-0.2052469135802469
2014-08-01,4.97,30000,30000,-0.18,-3.495,4.987,"Aug 1, 14",-0.23302469135802478
2014-08-04,5.1376,16100,16100,0.1676,3.372,4.9377,"Aug 4, 14",-0.20716049382716056
2014-08-05,4.9,25956,25956,-0.2376,-4.625,4.8484,"Aug 5, 14",-0.24382716049382716
2014-08-06,4.92,606,606,0.02,0.408,4.9217,"Aug 6, 14",-0.2407407407407408
2014-08-07,4.68,29170,29170,-0.24,-4.878,4.734,"Aug 7, 14",-0.27777777777777785
2014-08-08,4.76,5367,5367,0.08,1.709,4.7631,"Aug 8, 14",-0.26543209876543217
2014-08-11,4.85,800,800,0.09,1.891,4.9088,"Aug 11, 14",-0.2515432098765433
2014-08-12,4.84,528,528,-0.01,-0.206,4.8467,"Aug 12, 14",-0.2530864197530865
2014-08-13,4.75,1900,1900,-0.09,-1.86,4.8816,"Aug 13, 14",-0.2669753086419754
2014-08-14,4.9,11400,11400,0.15,3.158,4.8935,"Aug 14, 14",-0.24382716049382716
2014-08-18,5.06,1000,1000,0.16,3.265,5.06,"Aug 18, 14",-0.21913580246913592
2014-08-19,4.9,27500,27500,-0.16,-3.162,5.0908,"Aug 19, 14",-0.24382716049382716
2014-08-20,5.01,5900,5900,0.11,2.245,5.0205,"Aug 20, 14",-0.22685185185185194
2014-08-21,5.24,300,300,0.23,4.591,5.1933,"Aug 21, 14",-0.19135802469135804
2014-08-22,5.3,26,26,0.06,1.145,,"Aug 22, 14",-0.18209876543209885
2014-08-25,5.18,2875,2875,-0.12,-2.264,5.1939,"Aug 25, 14",-0.20061728395061737
2014-08-26,5.35,300,300,0.17,3.282,5.35,"Aug 26, 14",-0.17438271604938282
2014-08-27,5.3,100,100,-0.05,-0.935,5.3,"Aug 27, 14",-0.18209876543209885
2014-08-29,5.25,2600,2600,-0.05,-0.943,5.2477,"Aug 29, 14",-0.18981481481481488
2014-09-02,5.2,41075,41075,-0.05,-0.952,5.2002,"Sep 2, 14",-0.19753086419753088
2014-09-03,5.19,25500,25500,-0.01,-0.192,5.2095,"Sep 3, 14",-0.19907407407407407
2014-09-04,5.25,1000,1000,0.06,1.156,5.249,"Sep 4, 14",-0.18981481481481488
2014-09-05,5.2,2000,2000,-0.05,-0.952,5.195,"Sep 5, 14",-0.19753086419753088
2014-09-09,5,1000,1000,-0.2,-3.846,4.999,"Sep 9, 14",-0.2283950617283951
2014-09-11,5.13,100,100,0.13,2.6,5.13,"Sep 11, 14",-0.2083333333333334
2014-09-12,5.42,5200,5200,0.29,5.653,5.3702,"Sep 12, 14",-0.1635802469135803
2014-09-15,5.32,800,800,-0.1,-1.845,5.3012,"Sep 15, 14",-0.17901234567901236
2014-09-16,5.2699,1100,1100,-0.0501,-0.942,5.2663,"Sep 16, 14",-0.1867438271604939
2014-09-17,5.33,6021,6021,0.0601,1.14,5.2979,"Sep 17, 14",-0.17746913580246917
2014-09-18,5.37,1050,1050,0.04,0.75,5.4562,"Sep 18, 14",-0.17129629629629634
2014-09-19,5.49,12108,12108,0.12,2.235,5.6774,"Sep 19, 14",-0.1527777777777778
2014-09-22,5.34,3900,3900,-0.15,-2.732,5.3405,"Sep 22, 14",-0.175925925925926
2014-09-23,5.19,4600,4600,-0.15,-2.809,5.238,"Sep 23, 14",-0.19907407407407407
2014-09-24,5.23,29740,29740,0.04,0.771,5.1718,"Sep 24, 14",-0.19290123456790123
2014-09-25,5,343510,343510,-0.23,-4.398,5.0301,"Sep 25, 14",-0.2283950617283951
2014-09-26,5.09,200,200,0.09,1.8,5.09,"Sep 26, 14",-0.21450617283950624
2014-09-29,4.98,42100,42100,-0.11,-2.161,4.9433,"Sep 29, 14",-0.23148148148148145
2014-09-30,5.1,100,100,0.12,2.41,5.1,"Sep 30, 14",-0.21296296296296308
2014-10-01,5.08,1440,1440,-0.02,-0.392,4.8862,"Oct 1, 14",-0.21604938271604943
2014-10-02,4.75,34270,34270,-0.33,-6.496,4.7348,"Oct 2, 14",-0.2669753086419754
2014-10-03,5.09,306,306,0.34,7.158,5.1333,"Oct 3, 14",-0.21450617283950624
2014-10-06,4.96,11232,11232,-0.13,-2.554,4.8697,"Oct 6, 14",-0.23456790123456794
2014-10-07,4.4,44564,44564,-0.56,-11.29,4.5761,"Oct 7, 14",-0.32098765432098764
2014-10-08,4.48,6600,6600,0.08,1.818,4.5252,"Oct 8, 14",-0.30864197530864196
2014-10-09,4.48,50,50,0,0,,"Oct 9, 14",-0.30864197530864196
2014-10-10,4.36,6300,6300,-0.12,-2.679,4.3739,"Oct 10, 14",-0.3271604938271605
2014-10-13,4.18,27922,27922,-0.18,-4.128,4.2216,"Oct 13, 14",-0.35493827160493835
2014-10-14,3.96,20369,20369,-0.22,-5.263,4.1252,"Oct 14, 14",-0.38888888888888895
2014-10-15,3.73,47570,47570,-0.23,-5.808,3.6407,"Oct 15, 14",-0.42438271604938277
2014-10-16,3.8899,13500,13500,0.1599,4.287,3.7267,"Oct 16, 14",-0.39970679012345683
2014-10-17,3.93,3800,3800,0.0401,1.031,3.9592,"Oct 17, 14",-0.39351851851851855
2014-10-21,4.04,24430,24430,0.11,2.799,3.9994,"Oct 21, 14",-0.37654320987654327
2014-10-22,4.12,2700,2700,0.08,1.98,4.1111,"Oct 22, 14",-0.36419753086419754
2014-10-23,4.15,860,860,0.03,0.728,4.1437,"Oct 23, 14",-0.3595679012345679
2014-10-27,4.15,800,800,0,0,4.15,"Oct 27, 14",-0.3595679012345679
2014-10-28,4.29,500,500,0.14,3.373,4.29,"Oct 28, 14",-0.337962962962963
2014-10-30,4.8,13400,13400,0.51,11.888,4.4797,"Oct 30, 14",-0.25925925925925936
2014-10-31,4.84,200,200,0.04,0.833,4.84,"Oct 31, 14",-0.2530864197530865
2014-11-03,4.92,7100,7100,0.08,1.653,4.907,"Nov 3, 14",-0.2407407407407408
2014-11-04,5.13,830,830,0.21,4.268,4.9525,"Nov 4, 14",-0.2083333333333334
2014-11-05,5.27,600,600,0.14,2.729,5.0617,"Nov 5, 14",-0.1867283950617285
