date,open,high,low,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime
2013-09-30,20.4,21,20.4,21,83,1000,0.48,2.339,"Sep 30, 13",0.5217391304347825
2013-10-01,21,21.6,21,21,333,4000,0,0,"Oct 1, 13",0.5217391304347825
2013-10-02,20.88,21,19.8,20.88,42,500,-0.12,-0.571,"Oct 2, 13",0.5130434782608694
2013-10-03,20.88,20.88,19.2,19.2,467,5600,-1.68,-8.046,"Oct 3, 13",0.3913043478260868
2013-10-04,19.32,19.44,19.32,19.32,417,5000,0.12,0.625,"Oct 4, 13",0.39999999999999997
2013-10-07,19.8,19.8,19.8,19.8,25,300,0.48,2.484,"Oct 7, 13",0.43478260869565216
2013-10-08,20.28,20.88,20.16,20.4,117,1400,0.6,3.03,"Oct 8, 13",0.47826086956521724
2013-10-09,20.28,20.52,20.28,20.4,17,200,0,0,"Oct 9, 13",0.47826086956521724
2013-10-10,20.4,20.4,20.4,20.4,125,1500,0,0,"Oct 10, 13",0.47826086956521724
2013-10-11,20.16,20.16,17.4,19.2,258,3100,-1.2,-5.882,"Oct 11, 13",0.3913043478260868
2013-10-14,18.6,18.6,18.6,18.6,42,500,-0.6,-3.125,"Oct 14, 13",0.3478260869565218
2013-10-15,18.72,18.72,18,18.24,167,2000,-0.36,-1.935,"Oct 15, 13",0.3217391304347824
2013-10-16,18.24,18.6,17.76,18.12,175,2100,-0.12,-0.658,"Oct 16, 13",0.3130434782608696
2013-10-17,18.6,18.6,17.76,17.76,283,3400,-0.36,-1.987,"Oct 17, 13",0.2869565217391305
2013-10-18,18.36,18.6,17.76,18.36,17,200,0.6,3.378,"Oct 18, 13",0.3304347826086955
2013-10-21,17.64,18.6,15.6,16.8,417,5000,-1.56,-8.497,"Oct 21, 13",0.21739130434782608
2013-10-22,16.8,17.28,16.08,17.28,83,1000,0.48,2.857,"Oct 22, 13",0.2521739130434783
2013-10-23,16.2,17.88,15.6,17.04,50,600,-0.24,-1.389,"Oct 23, 13",0.23478260869565204
2013-10-24,17.04,17.04,15.84,16.68,8,100,-0.36,-2.113,"Oct 24, 13",0.20869565217391295
2013-10-25,17.88,17.88,15.84,16.68,42,500,0,0,"Oct 25, 13",0.20869565217391295
2013-10-28,15.84,16.68,15.6,16.68,158,1900,0,0,"Oct 28, 13",0.20869565217391295
2013-10-29,15.6,17.76,15.6,16.68,125,1500,0,0,"Oct 29, 13",0.20869565217391295
2013-10-30,15.6,15.6,15.12,15.6,100,1200,-1.08,-6.475,"Oct 30, 13",0.13043478260869557
2013-10-31,15.12,16.32,15,15.48,183,2200,-0.12,-0.769,"Oct 31, 13",0.12173913043478259
2013-11-01,15,15,14.52,15,258,3100,-0.48,-3.101,"Nov 1, 13",0.08695652173913038
2013-11-04,14.52,14.52,13.44,13.8,392,4700,-1.2,-8,"Nov 4, 13",0
2013-11-05,13.8,15,13.8,15,600,7200,1.2,8.696,"Nov 5, 13",0.08695652173913038
2013-11-06,14.4,14.4,13.56,13.56,250,3000,-1.44,-9.6,"Nov 6, 13",-0.0173913043478261
2013-11-07,13.68,14.04,13.68,13.68,117,1400,0.12,0.885,"Nov 7, 13",-0.008695652173913115
2013-11-08,15.6,15.6,14.4,14.4,50,600,0.720012,5.263,"Nov 8, 13",0.04347826086956519
2013-11-11,13.8,13.8,13.44,13.56,142,1700,-0.840012,-5.833,"Nov 11, 13",-0.0173913043478261
2013-11-12,13.2,13.2,10.8,11.76,1408,16900,-1.8,-13.274,"Nov 12, 13",-0.1478260869565218
2013-11-13,13.8,13.8,11.52,13.68,717,8600,1.92,16.326,"Nov 13, 13",-0.008695652173913115
2013-11-14,13.8,13.8,13.08,13.08,83,1000,-0.599988,-4.386,"Nov 14, 13",-0.05217391304347831
2013-11-15,11.52,12.96,11.52,12.96,0,0,-0.12,-0.917,"Nov 15, 13",-0.06086956521739129
2013-11-18,12.48,12.6,12.24,12.48,100,1200,-0.48,-3.704,"Nov 18, 13",-0.0956521739130435
2013-11-19,12.24,12.48,12.24,12.48,142,1700,0,0,"Nov 19, 13",-0.0956521739130435
2013-11-20,12.24,12.24,12,12.12,117,1400,-0.36,-2.885,"Nov 20, 13",-0.12173913043478271
2013-11-21,12.6,12.6,12.12,12.12,33,400,0,0,"Nov 21, 13",-0.12173913043478271
2013-11-22,12.12,12.36,12.12,12.36,58,700,0.24,1.98,"Nov 22, 13",-0.10434782608695661
2013-11-25,12.36,12.36,12,12,150,1800,-0.36,-2.913,"Nov 25, 13",-0.1304347826086957
2013-11-26,12,12,11.88,12,442,5300,0,0,"Nov 26, 13",-0.1304347826086957
2013-11-27,11.52,12.6,11.52,12.6,8,100,0.6,5,"Nov 27, 13",-0.0869565217391305
2013-11-29,12,12,12,12,17,200,-0.6,-4.762,"Nov 29, 13",-0.1304347826086957
2013-12-02,12,12,11.52,12,100,1200,0,0,"Dec 2, 13",-0.1304347826086957
2013-12-03,12,12,12,12,0,0,0,0,"Dec 3, 13",-0.1304347826086957
2013-12-04,12,12,11.52,11.52,17,200,-0.48,-4,"Dec 4, 13",-0.1652173913043479
2013-12-05,11.52,12.24,11.52,12.24,92,1100,0.72,6.25,"Dec 5, 13",-0.11304347826086959
2013-12-06,12.36,12.48,11.52,12,633,7600,-0.24,-1.961,"Dec 6, 13",-0.1304347826086957
2013-12-09,13.08,13.08,13.08,13.08,0,0,1.08,9,"Dec 9, 13",-0.05217391304347831
2013-12-10,13.56,14.16,11.64,14.16,75,900,1.08,8.257,"Dec 10, 13",0.026086956521739087
2013-12-11,14.16,14.16,14.16,14.16,0,0,0,0,"Dec 11, 13",0.026086956521739087
2013-12-12,13.8,15.36,13.8,15.12,1583,19000,0.96,6.78,"Dec 12, 13",0.09565217391304337
2013-12-13,15.48,15.48,14.64,15.12,242,2900,0,0,"Dec 13, 13",0.09565217391304337
2013-12-16,15.12,15.12,13.8,15,8,100,-0.12,-0.794,"Dec 16, 13",0.08695652173913038
2013-12-17,15,15,15,15,0,0,0,0,"Dec 17, 13",0.08695652173913038
2013-12-18,13.8,13.8,12.6,12.6,125,1500,-2.4,-16,"Dec 18, 13",-0.0869565217391305
2013-12-19,12.72,13.56,12.72,13.56,8,100,0.959988,7.619,"Dec 19, 13",-0.0173913043478261
2013-12-20,12.6,14.4,12.36,14.4,75,900,0.840012,6.195,"Dec 20, 13",0.04347826086956519
2013-12-23,14.76,14.76,14.4,14.4,100,1200,0,0,"Dec 23, 13",0.04347826086956519
2013-12-24,14.4,14.4,14.4,14.4,0,0,0,0,"Dec 24, 13",0.04347826086956519
2013-12-26,14.4,14.4,12.96,13.2,183,2200,-1.2,-8.333,"Dec 26, 13",-0.04347826086956532
2013-12-27,13.32,14.52,13.32,14.4,75,900,1.2,9.091,"Dec 27, 13",0.04347826086956519
2013-12-30,14.52,14.52,14.4,14.4,25,300,0,0,"Dec 30, 13",0.04347826086956519
2013-12-31,14.4,14.4,12.72,14.4,83,1000,0,0,"Dec 31, 13",0.04347826086956519
2014-01-02,12.72,14.4,12.6,14.4,33,400,0,0,"Jan 2, 14",0.04347826086956519
2014-01-03,14.4,14.4,13.92,14.4,58,700,0,0,"Jan 3, 14",0.04347826086956519
2014-01-06,13.92,14.4,13.92,14.4,8,100,0,0,"Jan 6, 14",0.04347826086956519
2014-01-07,14.4,14.64,14.04,14.4,417,5000,0,0,"Jan 7, 14",0.04347826086956519
2014-01-08,14.76,15,12.84,14.88,25,300,0.479988,3.333,"Jan 8, 14",0.0782608695652174
2014-01-09,14.52,14.52,14.28,14.28,17,200,-0.599988,-4.032,"Jan 9, 14",0.03478260869565208
2014-01-10,14.4,14.4,13.08,13.56,50,600,-0.720012,-5.042,"Jan 10, 14",-0.0173913043478261
2014-01-13,12.72,19.8,12.72,14.4,125,1500,0.840012,6.195,"Jan 13, 14",0.04347826086956519
2014-01-14,13.8,14.4,12.72,14.4,150,1800,0,0,"Jan 14, 14",0.04347826086956519
2014-01-15,14.28,14.4,13.2,14.28,75,900,-0.12,-0.833,"Jan 15, 14",0.03478260869565208
2014-01-16,14.28,14.28,13.32,14.04,58,700,-0.24,-1.681,"Jan 16, 14",0.017391304347825973
2014-01-17,14.04,14.28,13.56,14.28,542,6500,0.24,1.709,"Jan 17, 14",0.03478260869565208
2014-01-21,14.28,14.28,14.28,14.28,392,4700,0,0,"Jan 21, 14",0.03478260869565208
2014-01-22,14.4,15.6,13.56,14.4,1117,13400,0.12,0.84,"Jan 22, 14",0.04347826086956519
2014-01-23,13.56,14.4,13.56,14.4,233,2800,0,0,"Jan 23, 14",0.04347826086956519
2014-01-24,13.8,13.8,13.56,13.8,358,4300,-0.600012,-4.167,"Jan 24, 14",0
2014-01-27,13.32,13.44,10.2,12,1033,12400,-1.8,-13.043,"Jan 27, 14",-0.1304347826086957
2014-01-28,11.4,11.4,9.6,10.32,3800,45600,-1.68,-14,"Jan 28, 14",-0.2521739130434783
2014-01-29,10.44,11.64,10.2,11.64,300,3600,1.32,12.791,"Jan 29, 14",-0.1565217391304348
2014-01-30,11.64,11.64,10.8,11.64,175,2100,0,0,"Jan 30, 14",-0.1565217391304348
2014-01-31,11.64,12.48,11.64,12,75,900,0.36,3.093,"Jan 31, 14",-0.1304347826086957
2014-02-03,11.76,11.76,10.92,10.92,150,1800,-1.08,-9,"Feb 3, 14",-0.2086956521739131
2014-02-04,11.76,11.76,11.4,11.4,8,100,0.48,4.396,"Feb 4, 14",-0.1739130434782609
2014-02-05,11.4,11.4,11.4,11.4,0,0,0,0,"Feb 5, 14",-0.1739130434782609
2014-02-06,10.92,11.4,10.8,10.8,25,300,-0.6,-5.263,"Feb 6, 14",-0.21739130434782608
2014-02-07,11.4,11.4,10.56,11.28,42,500,0.48,4.444,"Feb 7, 14",-0.182608695652174
2014-02-10,10.8,11.16,10.8,11.16,25,300,-0.12,-1.064,"Feb 10, 14",-0.191304347826087
2014-02-11,10.08,10.92,10.08,10.92,117,1400,-0.24,-2.151,"Feb 11, 14",-0.2086956521739131
2014-02-12,10.8,11.28,10.8,11.28,83,1000,0.36,3.297,"Feb 12, 14",-0.182608695652174
2014-02-13,10.8,11.64,10.8,11.64,25,300,0.36,3.191,"Feb 13, 14",-0.1565217391304348
2014-02-14,11.52,11.64,11.04,11.64,50,600,0,0,"Feb 14, 14",-0.1565217391304348
2014-02-18,11.64,11.64,10.8,11.16,42,500,-0.48,-4.124,"Feb 18, 14",-0.191304347826087
2014-02-19,12,12,11.52,12,42,500,0.84,7.527,"Feb 19, 14",-0.1304347826086957
2014-02-20,11.04,12,11.04,11.64,17,200,-0.36,-3,"Feb 20, 14",-0.1565217391304348
2014-02-21,12.12,13.2,12.12,13.2,92,1100,1.56,13.402,"Feb 21, 14",-0.04347826086956532
2014-02-24,14.4,14.4,13.56,13.56,117,1400,0.359988,2.727,"Feb 24, 14",-0.0173913043478261
2014-02-25,13.44,13.8,13.44,13.8,158,1900,0.24,1.77,"Feb 25, 14",0
2014-02-26,14.04,14.16,13.32,14.04,125,1500,0.240012,1.739,"Feb 26, 14",0.017391304347825973
2014-02-27,14.04,14.4,13.8,13.8,50,600,-0.240012,-1.709,"Feb 27, 14",0
2014-02-28,13.2,14.4,13.2,14.16,17,200,0.36,2.609,"Feb 28, 14",0.026086956521739087
2014-03-03,14.4,14.4,13.8,14.04,67,800,-0.119988,-0.847,"Mar 3, 14",0.017391304347825973
2014-03-04,13.8,13.92,13.32,13.92,50,600,-0.12,-0.855,"Mar 4, 14",0.008695652173912986
2014-03-05,14.04,14.04,13.68,13.8,67,800,-0.120012,-0.862,"Mar 5, 14",0
2014-03-06,13.8,13.8,13.8,13.8,0,0,0,0,"Mar 6, 14",0
2014-03-07,13.44,13.56,13.44,13.56,17,200,-0.24,-1.739,"Mar 7, 14",-0.0173913043478261
2014-03-10,13.56,13.8,12.6,13.2,42,500,-0.359988,-2.655,"Mar 10, 14",-0.04347826086956532
2014-03-11,13.2,13.68,13.08,13.08,83,1000,-0.12,-0.909,"Mar 11, 14",-0.05217391304347831
2014-03-12,13.08,13.08,12.96,12.96,158,1900,-0.12,-0.917,"Mar 12, 14",-0.06086956521739129
2014-03-13,13.08,13.08,12,12,192,2300,-0.96,-7.407,"Mar 13, 14",-0.1304347826086957
2014-03-14,12,13.2,12,13.2,33,400,1.2,10,"Mar 14, 14",-0.04347826086956532
2014-03-17,13.2,13.2,13.2,13.2,0,0,0,0,"Mar 17, 14",-0.04347826086956532
2014-03-18,12.6,12.6,11.88,12,183,2200,-1.2,-9.091,"Mar 18, 14",-0.1304347826086957
2014-03-19,12,13.08,12,12.6,1025,12300,0.6,5,"Mar 19, 14",-0.0869565217391305
2014-03-20,12.96,13.08,12.96,12.96,692,8300,0.36,2.857,"Mar 20, 14",-0.06086956521739129
2014-03-21,12.96,13.08,12.96,12.96,358,4300,0,0,"Mar 21, 14",-0.06086956521739129
2014-03-24,13.2,13.2,12.96,12.96,225,2700,0,0,"Mar 24, 14",-0.06086956521739129
2014-03-25,12.72,12.72,12.72,12.72,0,0,-0.24,-1.852,"Mar 25, 14",-0.0782608695652174
2014-03-26,13.2,13.2,12.24,12.72,108,1300,0,0,"Mar 26, 14",-0.0782608695652174
2014-03-27,12.6,12.72,12.24,12.24,175,2100,-0.48,-3.774,"Mar 27, 14",-0.11304347826086959
2014-03-28,12.6,12.6,11.88,11.88,467,5600,-0.36,-2.941,"Mar 28, 14",-0.13913043478260867
2014-03-31,12,12,11.88,11.88,317,3800,0,0,"Mar 31, 14",-0.13913043478260867
2014-04-01,12,12,11.28,11.28,50,600,-0.6,-5.051,"Apr 1, 14",-0.182608695652174
2014-04-02,11.4,12,11.4,12,25,300,0.72,6.383,"Apr 2, 14",-0.1304347826086957
2014-04-03,11.88,11.88,11.88,11.88,0,0,-0.12,-1,"Apr 3, 14",-0.13913043478260867
2014-04-04,11.88,11.88,11.88,11.88,50,600,0,0,"Apr 4, 14",-0.13913043478260867
2014-04-07,11.76,11.88,11.76,11.76,25,300,-0.12,-1.01,"Apr 7, 14",-0.1478260869565218
2014-04-08,11.64,11.64,10.8,10.8,392,4700,-0.96,-8.163,"Apr 8, 14",-0.21739130434782608
2014-04-09,10.92,12.96,10.08,12.96,967,11600,2.16,20,"Apr 9, 14",-0.06086956521739129
2014-04-10,12.96,12.96,12.96,12.96,0,0,0,0,"Apr 10, 14",-0.06086956521739129
2014-04-11,12.96,12.96,10.08,10.8,125,1500,-2.16,-16.667,"Apr 11, 14",-0.21739130434782608
2014-04-14,10.8,12.96,10.8,12.48,83,1000,1.68,15.556,"Apr 14, 14",-0.0956521739130435
2014-04-15,12.48,12.48,12.48,12.48,0,0,0,0,"Apr 15, 14",-0.0956521739130435
2014-04-16,11.28,12,10.44,12,58,700,-0.48,-3.846,"Apr 16, 14",-0.1304347826086957
2014-04-17,12,12.6,12,12.6,192,2300,0.6,5,"Apr 17, 14",-0.0869565217391305
2014-04-21,12.6,12.6,12.36,12.36,217,2600,-0.24,-1.905,"Apr 21, 14",-0.10434782608695661
2014-04-22,12.24,12.84,12.24,12.6,75,900,0.24,1.942,"Apr 22, 14",-0.0869565217391305
2014-04-23,12.12,12.6,9.6,12.6,108,1300,0,0,"Apr 23, 14",-0.0869565217391305
2014-04-24,12.6,12.6,10.8,10.8,75,900,-1.8,-14.286,"Apr 24, 14",-0.21739130434782608
2014-04-25,10.8,10.8,10.8,10.8,0,0,0,0,"Apr 25, 14",-0.21739130434782608
2014-04-28,11.04,12.6,10.92,12.24,58,700,1.44,13.333,"Apr 28, 14",-0.11304347826086959
2014-04-29,12,12,10.92,11.4,58,700,-0.84,-6.863,"Apr 29, 14",-0.1739130434782609
2014-04-30,10.92,10.92,10.92,10.92,25,300,-0.48,-4.211,"Apr 30, 14",-0.2086956521739131
2014-05-01,10.92,10.92,10.92,10.92,83,1000,0,0,"May 1, 14",-0.2086956521739131
2014-05-02,12,12,12,12,33,400,1.08,9.89,"May 2, 14",-0.1304347826086957
2014-05-05,11.4,11.52,11.4,11.52,25,300,-0.48,-4,"May 5, 14",-0.1652173913043479
2014-05-06,11.4,11.4,11.4,11.4,33,400,-0.12,-1.042,"May 6, 14",-0.1739130434782609
2014-05-07,11.4,11.4,11.4,11.4,0,0,0,0,"May 7, 14",-0.1739130434782609
2014-05-08,11.4,12.24,11.04,12,133,1600,0.6,5.263,"May 8, 14",-0.1304347826086957
2014-05-09,12,12.6,12,12.6,17,200,0.6,5,"May 9, 14",-0.0869565217391305
2014-05-12,12.6,12.6,12.48,12.48,17,200,-0.12,-0.952,"May 12, 14",-0.0956521739130435
2014-05-13,12.48,12.48,12.48,12.48,0,0,0,0,"May 13, 14",-0.0956521739130435
2014-05-14,12.24,12.24,11.88,12,150,1800,-0.48,-3.846,"May 14, 14",-0.1304347826086957
2014-05-15,12,12,12,12,0,0,0,0,"May 15, 14",-0.1304347826086957
2014-05-16,12,12,12,12,0,0,0,0,"May 16, 14",-0.1304347826086957
2014-05-19,12,12,12,12,100,1200,0,0,"May 19, 14",-0.1304347826086957
2014-05-20,12.12,12.12,12.12,12.12,0,0,0.12,1,"May 20, 14",-0.12173913043478271
2014-05-21,11.16,12,10.56,12,342,4100,-0.12,-0.99,"May 21, 14",-0.1304347826086957
2014-05-22,12,12,10.8,11.88,25,300,-0.12,-1,"May 22, 14",-0.13913043478260867
2014-05-23,11.88,12,11.88,12,25,300,0.12,1.01,"May 23, 14",-0.1304347826086957
2014-05-27,11.88,12,11.4,11.4,67,800,-0.6,-5,"May 27, 14",-0.1739130434782609
2014-05-28,10.8,11.4,10.8,11.4,183,2200,0,0,"May 28, 14",-0.1739130434782609
2014-05-29,11.4,11.4,11.4,11.4,0,0,0,0,"May 29, 14",-0.1739130434782609
2014-05-30,11.4,11.4,11.4,11.4,0,0,0,0,"May 30, 14",-0.1739130434782609
2014-06-02,11.4,11.4,11.4,11.4,0,0,0,0,"Jun 2, 14",-0.1739130434782609
2014-06-03,11.4,11.4,11.4,11.4,0,0,0,0,"Jun 3, 14",-0.1739130434782609
2014-06-04,11.4,11.4,11.4,11.4,8,100,0,0,"Jun 4, 14",-0.1739130434782609
2014-06-05,11.4,11.4,11.4,11.4,0,0,0,0,"Jun 5, 14",-0.1739130434782609
2014-06-06,11.4,11.4,11.4,11.4,8,100,0,0,"Jun 6, 14",-0.1739130434782609
2014-06-09,11.4,11.4,11.4,11.4,17,200,0,0,"Jun 9, 14",-0.1739130434782609
2014-06-10,11.04,11.04,11.04,11.04,0,0,-0.36,-3.158,"Jun 10, 14",-0.2000000000000001
2014-06-11,11.04,11.04,10.92,11.04,58,700,0,0,"Jun 11, 14",-0.2000000000000001
2014-06-12,11.04,11.04,11.04,11.04,0,0,0,0,"Jun 12, 14",-0.2000000000000001
2014-06-13,11.16,11.16,11.16,11.16,25,300,0.12,1.087,"Jun 13, 14",-0.191304347826087
2014-06-16,10.8,11.04,10.8,11.04,67,800,-0.12,-1.075,"Jun 16, 14",-0.2000000000000001
2014-06-17,11.04,12,11.04,12,50,600,0.96,8.696,"Jun 17, 14",-0.1304347826086957
2014-06-18,11.76,12,11.76,12,42,500,0,0,"Jun 18, 14",-0.1304347826086957
2014-06-19,12,12,12,12,8,100,0,0,"Jun 19, 14",-0.1304347826086957
2014-06-20,12,12,12,12,0,0,0,0,"Jun 20, 14",-0.1304347826086957
2014-06-23,12,12.24,12,12.24,17,200,0.24,2,"Jun 23, 14",-0.11304347826086959
2014-06-24,12.24,12.24,12.24,12.24,58,700,0,0,"Jun 24, 14",-0.11304347826086959
2014-06-25,12.24,12.24,12.24,12.24,0,0,0,0,"Jun 25, 14",-0.11304347826086959
2014-06-26,12.24,12.24,12.24,12.24,0,0,0,0,"Jun 26, 14",-0.11304347826086959
2014-06-27,11.52,12.36,11.52,12,75,900,-0.24,-1.961,"Jun 27, 14",-0.1304347826086957
2014-06-30,12.48,12.48,10.92,12,67,800,0,0,"Jun 30, 14",-0.1304347826086957
2014-07-01,10.92,12,10.92,11.28,100,1200,-0.72,-6,"Jul 1, 14",-0.182608695652174
2014-07-02,11.28,11.28,11.28,11.28,0,0,0,0,"Jul 2, 14",-0.182608695652174
2014-07-03,11.76,11.76,11.4,11.4,25,300,0.12,1.064,"Jul 3, 14",-0.1739130434782609
2014-07-07,11.4,11.4,11.4,11.4,0,0,0,0,"Jul 7, 14",-0.1739130434782609
2014-07-08,11.88,11.88,11.76,11.76,8,100,0.36,3.158,"Jul 8, 14",-0.1478260869565218
2014-07-09,11.76,11.76,11.76,11.76,0,0,0,0,"Jul 9, 14",-0.1478260869565218
2014-07-10,11.76,11.76,11.76,11.76,0,0,0,0,"Jul 10, 14",-0.1478260869565218
2014-07-11,11.88,12,11.4,12,25,300,0.24,2.041,"Jul 11, 14",-0.1304347826086957
2014-07-14,12,12,11.4,12,67,800,0,0,"Jul 14, 14",-0.1304347826086957
2014-07-15,12,12,12,12,0,0,0,0,"Jul 15, 14",-0.1304347826086957
2014-07-16,11.4,11.4,11.4,11.4,167,2000,-0.6,-5,"Jul 16, 14",-0.1739130434782609
2014-07-17,11.4,11.4,11.4,11.4,0,0,0,0,"Jul 17, 14",-0.1739130434782609
2014-07-18,11.4,11.4,10.8,10.8,33,400,-0.6,-5.263,"Jul 18, 14",-0.21739130434782608
2014-07-21,11.76,11.76,11.16,11.16,50,600,0.36,3.333,"Jul 21, 14",-0.191304347826087
2014-07-22,11.04,11.4,11.04,11.04,42,500,-0.12,-1.075,"Jul 22, 14",-0.2000000000000001
2014-07-23,11.04,11.04,11.04,11.04,0,0,0,0,"Jul 23, 14",-0.2000000000000001
2014-07-24,12.12,12.12,11.88,12,433,5200,0.96,8.696,"Jul 24, 14",-0.1304347826086957
2014-07-25,12,12,10.68,10.8,833,10000,-1.2,-10,"Jul 25, 14",-0.21739130434782608
2014-07-28,10.8,10.8,10.8,10.8,25,300,0,0,"Jul 28, 14",-0.21739130434782608
2014-07-29,10.8,10.8,10.8,10.8,42,500,0,0,"Jul 29, 14",-0.21739130434782608
2014-07-30,11.16,11.16,10.68,10.68,150,1800,-0.12,-1.111,"Jul 30, 14",-0.22608695652173919
2014-07-31,10.68,10.68,10.68,10.68,8,100,0,0,"Jul 31, 14",-0.22608695652173919
2014-08-01,10.68,10.68,10.56,10.56,42,500,-0.12,-1.124,"Aug 1, 14",-0.23478260869565218
2014-08-04,10.8,10.8,10.2,10.2,75,900,-0.36,-3.409,"Aug 4, 14",-0.2608695652173914
2014-08-05,10.2,10.32,10.2,10.2,92,1100,0,0,"Aug 5, 14",-0.2608695652173914
2014-08-06,10.32,10.32,10.32,10.32,200,2400,0.12,1.176,"Aug 6, 14",-0.2521739130434783
2014-08-07,10.2,10.2,10.2,10.2,0,0,-0.12,-1.163,"Aug 7, 14",-0.2608695652173914
2014-08-08,10.2,10.2,10.2,10.2,0,0,0,0,"Aug 8, 14",-0.2608695652173914
2014-08-11,10.2,10.2,9.96,9.96,75,900,-0.24,-2.353,"Aug 11, 14",-0.27826086956521734
2014-08-12,9.96,9.96,8.64,9.24,58,700,-0.72,-7.229,"Aug 12, 14",-0.3304347826086957
2014-08-13,9.48,9.48,9.48,9.48,0,0,0.24,2.597,"Aug 13, 14",-0.3130434782608696
2014-08-14,9.6,9.6,9.6,9.6,0,0,0.12,1.266,"Aug 14, 14",-0.3043478260869566
2014-08-15,9.6,9.6,9.6,9.6,8,100,0,0,"Aug 15, 14",-0.3043478260869566
2014-08-18,9.48,9.48,9.48,9.48,25,300,-0.12,-1.25,"Aug 18, 14",-0.3130434782608696
