date,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2015-03-24,2.94,2.86,2.87,68097,68097,-0.09,-3.041,2.8796,"Mar 24, 15",-0.6701149425287356
2015-03-25,3,2.82,2.86,120098,120098,-0.01,-0.348,2.8822,"Mar 25, 15",-0.671264367816092
2015-03-26,2.89,2.8,2.82,68917,68917,-0.04,-1.399,2.8395,"Mar 26, 15",-0.6758620689655171
2015-03-27,2.93,2.79,2.92,59374,59374,0.1,3.546,2.8711,"Mar 27, 15",-0.664367816091954
2015-03-30,3.07,2.93,2.99,298566,298566,0.07,2.397,3.0048,"Mar 30, 15",-0.6563218390804597
2015-03-31,2.9899,2.89,2.93,135797,135797,-0.06,-2.007,2.9379,"Mar 31, 15",-0.6632183908045977
2015-04-01,2.99,2.87,2.98,43189,43189,0.05,1.706,2.9612,"Apr 1, 15",-0.657471264367816
2015-04-02,3.07,2.97,3.01,93605,93605,0.03,1.007,3.0261,"Apr 2, 15",-0.6540229885057471
2015-04-06,3.12,2.98,3.11,182100,182100,0.1,3.322,3.0756,"Apr 6, 15",-0.6425287356321839
2015-04-07,3.24,3.132,3.2,283275,283275,0.09,2.894,3.1789,"Apr 7, 15",-0.6321839080459769
2015-04-08,3.3,3.13,3.3,338909,338909,0.1,3.125,3.2391,"Apr 8, 15",-0.6206896551724138
2015-04-09,3.42,3.29,3.42,223173,223173,0.12,3.636,3.3627,"Apr 9, 15",-0.6068965517241379
2015-04-10,3.49,3.35,3.36,282977,282977,-0.06,-1.754,3.4071,"Apr 10, 15",-0.6137931034482759
2015-04-13,3.41,3.12,3.14,438700,438700,-0.22,-6.548,3.2177,"Apr 13, 15",-0.6390804597701149
2015-04-14,3.43,3.12,3.35,279541,279541,0.21,6.688,3.3166,"Apr 14, 15",-0.6149425287356322
2015-04-15,3.51,3.32,3.45,337059,337059,0.1,2.985,3.4319,"Apr 15, 15",-0.603448275862069
2015-04-16,3.52,3.38,3.43,638879,638879,-0.02,-0.58,3.4087,"Apr 16, 15",-0.6057471264367816
2015-04-17,3.89,3.525,3.76,465579,465579,0.33,9.621,3.7087,"Apr 17, 15",-0.5678160919540229
2015-04-20,3.94,3.55,3.61,224761,224761,-0.15,-3.989,3.7109,"Apr 20, 15",-0.5850574712643678
2015-04-21,3.7,3.5,3.52,166816,166816,-0.09,-2.493,3.612,"Apr 21, 15",-0.5954022988505747
2015-04-22,3.62,3.3,3.47,350778,350778,-0.05,-1.42,3.4363,"Apr 22, 15",-0.6011494252873563
2015-04-23,3.64,3.3,3.64,140635,140635,0.17,4.899,3.5005,"Apr 23, 15",-0.5816091954022987
2015-04-24,3.68,3.51,3.54,87102,87102,-0.1,-2.747,3.5972,"Apr 24, 15",-0.593103448275862
2015-04-27,3.88,3.48,3.88,331989,331989,0.34,9.605,3.73,"Apr 27, 15",-0.554022988505747
2015-04-28,4.1,3.78,3.97,502077,502077,0.09,2.32,3.9564,"Apr 28, 15",-0.5436781609195401
2015-04-29,4.03,3.83,3.97,135486,135486,0,0,3.9728,"Apr 29, 15",-0.5436781609195401
2015-04-30,3.9,3.75,3.76,224171,224171,-0.21,-5.29,3.811,"Apr 30, 15",-0.5678160919540229
2015-05-01,3.87,3.53,3.58,207937,207937,-0.18,-4.787,3.6402,"May 1, 15",-0.5885057471264368
2015-05-04,3.84,3.58,3.71,176790,176790,0.13,3.631,3.7366,"May 4, 15",-0.5735632183908046
2015-05-05,3.7399,3.42,3.6,393558,393558,-0.11,-2.965,3.5537,"May 5, 15",-0.5862068965517242
2015-05-06,3.7,3.41,3.62,224868,224868,0.02,0.556,3.5878,"May 6, 15",-0.5839080459770114
2015-05-07,3.65,3.52,3.53,103408,103408,-0.09,-2.486,3.567,"May 7, 15",-0.5942528735632184
2015-05-08,3.79,3.52,3.61,336265,336265,0.08,2.266,3.627,"May 8, 15",-0.5850574712643678
2015-05-11,3.72,3.6,3.72,175021,175021,0.11,3.047,3.6919,"May 11, 15",-0.5724137931034482
2015-05-12,3.87,3.6667,3.86,292669,292669,0.14,3.763,3.7802,"May 12, 15",-0.5563218390804598
2015-05-13,3.9399,3.76,3.89,177332,177332,0.03,0.777,3.8691,"May 13, 15",-0.5528735632183907
2015-05-14,3.97,3.75,3.84,111126,111126,-0.05,-1.285,3.8316,"May 14, 15",-0.5586206896551724
2015-05-15,3.91,3.75,3.9,192434,192434,0.06,1.562,3.8296,"May 15, 15",-0.5517241379310344
2015-05-18,4.02,3.76,4.01,116391,116391,0.11,2.821,3.8989,"May 18, 15",-0.539080459770115
2015-05-19,4.05,3.77,3.88,164854,164854,-0.13,-3.242,3.8745,"May 19, 15",-0.554022988505747
2015-05-20,3.97,3.79,3.83,174884,174884,-0.05,-1.289,3.8801,"May 20, 15",-0.5597701149425287
2015-05-21,3.98,3.84,3.94,73921,73921,0.11,2.872,3.9163,"May 21, 15",-0.5471264367816092
2015-05-22,3.96,3.82,3.87,75570,75570,-0.07,-1.777,3.8773,"May 22, 15",-0.5551724137931034
2015-05-26,3.9099,3.77,3.89,66174,66174,0.02,0.517,3.843,"May 26, 15",-0.5528735632183907
2015-05-27,4.03,3.77,4.02,176908,176908,0.13,3.342,3.9362,"May 27, 15",-0.5379310344827586
2015-05-28,4.56,4.014,4.54,317034,317034,0.52,12.935,4.2168,"May 28, 15",-0.4781609195402298
2015-05-29,4.65,4.3701,4.51,309241,309241,-0.03,-0.661,4.4996,"May 29, 15",-0.48160919540229885
2015-06-01,4.87,4.06,4.22,302816,302816,-0.29,-6.43,4.3727,"Jun 1, 15",-0.5149425287356322
2015-06-02,4.34,4.09,4.3,158860,158860,0.08,1.896,4.2447,"Jun 2, 15",-0.5057471264367815
2015-06-03,4.4299,4.14,4.2,167016,167016,-0.1,-2.326,4.2131,"Jun 3, 15",-0.5172413793103448
2015-06-04,4.23,4.06,4.08,111167,111167,-0.12,-2.857,4.1213,"Jun 4, 15",-0.5310344827586206
2015-06-05,4.11,3.89,3.98,186791,186791,-0.1,-2.451,4.0122,"Jun 5, 15",-0.5425287356321838
2015-06-08,3.8,3.46,3.53,415571,415571,-0.45,-11.307,3.6053,"Jun 8, 15",-0.5942528735632184
2015-06-09,3.49,3.25,3.29,252491,252491,-0.24,-6.799,3.3534,"Jun 9, 15",-0.6218390804597701
2015-06-10,3.6,3.31,3.4,471007,471007,0.11,3.343,3.4498,"Jun 10, 15",-0.6091954022988505
2015-06-11,3.35,3.11,3.14,653953,653953,-0.26,-7.647,3.2115,"Jun 11, 15",-0.6390804597701149
2015-06-12,3.08,2.96,3.02,10637941,10637941,-0.12,-3.822,3.0106,"Jun 12, 15",-0.6528735632183909
2015-06-15,3.1,3,3.03,1009036,1009036,0.01,0.331,3.0448,"Jun 15, 15",-0.6517241379310346
2015-06-16,3.09,3,3.02,788382,788382,-0.01,-0.33,3.0145,"Jun 16, 15",-0.6528735632183909
2015-06-17,3.07,3,3.01,632438,632438,-0.01,-0.331,3.0139,"Jun 17, 15",-0.6540229885057471
2015-06-18,3.04,3,3.01,1096471,1096471,0,0,3.0055,"Jun 18, 15",-0.6540229885057471
2015-06-19,3.03,3,3,1077879,1077879,-0.01,-0.332,3.0045,"Jun 19, 15",-0.6551724137931034
2015-06-22,3.07,3,3.03,874518,874518,0.03,1,3.0339,"Jun 22, 15",-0.6517241379310346
2015-06-23,3.1,3.02,3.04,807671,807671,0.01,0.33,3.0575,"Jun 23, 15",-0.6505747126436782
2015-06-24,3.09,3.04,3.08,848006,848006,0.04,1.316,3.0759,"Jun 24, 15",-0.6459770114942528
2015-06-25,3.16,3.02,3.06,755915,755915,-0.02,-0.649,3.0782,"Jun 25, 15",-0.6482758620689655
2015-06-26,3.1,2.8,2.82,2042367,2042367,-0.24,-7.843,2.876,"Jun 26, 15",-0.6758620689655171
2015-06-29,2.94,2.7,2.77,660755,660755,-0.05,-1.773,2.8015,"Jun 29, 15",-0.6816091954022989
2015-06-30,3.02,2.76,3,1187963,1187963,0.23,8.303,2.9416,"Jun 30, 15",-0.6551724137931034
2015-07-01,3.02,2.83,2.9,562461,562461,-0.1,-3.333,2.941,"Jul 1, 15",-0.6666666666666666
2015-07-02,3,2.73,2.76,787156,787156,-0.14,-4.828,2.8146,"Jul 2, 15",-0.6827586206896552
2015-07-06,2.96,2.745,2.94,450478,450478,0.18,6.522,2.8631,"Jul 6, 15",-0.6620689655172414
2015-07-07,2.93,2.73,2.85,474721,474721,-0.09,-3.061,2.8038,"Jul 7, 15",-0.6724137931034483
2015-07-08,2.85,2.67,2.7,507813,507813,-0.15,-5.263,2.7146,"Jul 8, 15",-0.689655172413793
2015-07-09,2.7699,2.68,2.74,330464,330464,0.04,1.481,2.7336,"Jul 9, 15",-0.6850574712643678
2015-07-10,2.96,2.725,2.9,449530,449530,0.16,5.839,2.8939,"Jul 10, 15",-0.6666666666666666
2015-07-13,3.02,2.86,2.99,405032,405032,0.09,3.103,2.9649,"Jul 13, 15",-0.6563218390804597
2015-07-14,3.25,3,3.15,1551991,1551991,0.16,5.351,3.1608,"Jul 14, 15",-0.6379310344827586
2015-07-15,3.24,3.01,3.08,458611,458611,-0.07,-2.222,3.1348,"Jul 15, 15",-0.6459770114942528
2015-07-16,3.21,3.07,3.18,295576,295576,0.1,3.247,3.1566,"Jul 16, 15",-0.6344827586206897
2015-07-17,3.2,3.03,3.18,273451,273451,0,0,3.1488,"Jul 17, 15",-0.6344827586206897
2015-07-20,3.21,3.06,3.19,241469,241469,0.01,0.314,3.1594,"Jul 20, 15",-0.6333333333333334
2015-07-21,3.28,3.15,3.25,516690,516690,0.06,1.881,3.2336,"Jul 21, 15",-0.6264367816091954
2015-07-22,3.32,3.18,3.26,414969,414969,0.01,0.308,3.2595,"Jul 22, 15",-0.6252873563218391
2015-07-23,3.27,3.06,3.12,491412,491412,-0.14,-4.294,3.1237,"Jul 23, 15",-0.6413793103448275
2015-07-24,3.26,3.07,3.15,386873,386873,0.03,0.962,3.1634,"Jul 24, 15",-0.6379310344827586
2015-07-27,3.53,3.06,3.48,838078,838078,0.33,10.476,3.3468,"Jul 27, 15",-0.5999999999999999
2015-07-28,3.66,3.37,3.6,622552,622552,0.12,3.448,3.5396,"Jul 28, 15",-0.5862068965517242
2015-07-29,3.58,3.325,3.44,678056,678056,-0.16,-4.444,3.4257,"Jul 29, 15",-0.6045977011494253
2015-07-30,3.47,3.28,3.3,465092,465092,-0.14,-4.07,3.3523,"Jul 30, 15",-0.6206896551724138
2015-07-31,3.37,3.17,3.27,1015348,1015348,-0.03,-0.909,3.2716,"Jul 31, 15",-0.6241379310344828
2015-08-03,3.42,3.19,3.3,521743,521743,0.03,0.917,3.3426,"Aug 3, 15",-0.6206896551724138
2015-08-04,3.3,3.18,3.25,293368,293368,-0.05,-1.515,3.2345,"Aug 4, 15",-0.6264367816091954
2015-08-05,3.42,3.21,3.34,346603,346603,0.09,2.769,3.344,"Aug 5, 15",-0.6160919540229884
2015-08-06,3.58,3.15,3.5,911230,911230,0.16,4.79,3.3829,"Aug 6, 15",-0.5977011494252873
2015-08-07,3.65,2.89,3,1377672,1377672,-0.5,-14.286,3.1196,"Aug 7, 15",-0.6551724137931034
2015-08-10,3.18,2.99,3,549394,549394,0,0,3.0714,"Aug 10, 15",-0.6551724137931034
2015-08-11,3.03,2.73,2.81,870519,870519,-0.19,-6.333,2.8334,"Aug 11, 15",-0.6770114942528734
2015-08-12,2.86,2.68,2.8,522190,522190,-0.01,-0.356,2.7808,"Aug 12, 15",-0.6781609195402298
2015-08-13,2.85,2.71,2.74,332509,332509,-0.06,-2.143,2.7774,"Aug 13, 15",-0.6850574712643678
2015-08-14,2.95,2.74,2.88,441231,441231,0.14,5.109,2.8698,"Aug 14, 15",-0.6689655172413793
2015-08-17,3.03,2.86,2.97,379245,379245,0.09,3.125,2.9535,"Aug 17, 15",-0.6586206896551723
2015-08-18,3.02,2.83,2.88,297911,297911,-0.09,-3.03,2.8977,"Aug 18, 15",-0.6689655172413793
2015-08-19,2.92,2.71,2.72,442522,442522,-0.16,-5.556,2.8085,"Aug 19, 15",-0.6873563218390804
2015-08-20,2.76,2.59,2.68,367524,367524,-0.04,-1.471,2.6991,"Aug 20, 15",-0.6919540229885057
2015-08-21,2.75,2.52,2.59,414749,414749,-0.09,-3.358,2.6376,"Aug 21, 15",-0.7022988505747126
2015-08-24,2.537,2.07,2.43,721925,721925,-0.16,-6.178,2.3899,"Aug 24, 15",-0.7206896551724138
2015-08-25,2.5999,2.42,2.46,246974,246974,0.03,1.235,2.4867,"Aug 25, 15",-0.7172413793103448
2015-08-26,2.5099,2.31,2.41,393485,393485,-0.05,-2.033,2.3731,"Aug 26, 15",-0.7229885057471264
2015-08-27,2.56,2.34,2.39,425573,425573,-0.02,-0.83,2.3943,"Aug 27, 15",-0.7252873563218389
2015-08-28,2.48,2.38,2.46,323859,323859,0.07,2.929,2.42,"Aug 28, 15",-0.7172413793103448
2015-08-31,2.82,2.48,2.64,752016,752016,0.18,7.317,2.6746,"Aug 31, 15",-0.696551724137931
2015-09-01,2.66,2.45,2.52,371483,371483,-0.12,-4.545,2.5413,"Sep 1, 15",-0.7103448275862069
2015-09-02,2.69,2.47,2.69,257552,257552,0.17,6.746,2.6008,"Sep 2, 15",-0.6908045977011494
2015-09-03,2.74,2.54,2.56,350242,350242,-0.13,-4.833,2.6092,"Sep 3, 15",-0.7057471264367815
2015-09-04,2.61,2.52,2.57,119816,119816,0.01,0.391,2.562,"Sep 4, 15",-0.7045977011494252
2015-09-08,2.71,2.59,2.7,316721,316721,0.13,5.058,2.6679,"Sep 8, 15",-0.689655172413793
2015-09-09,2.7501,2.6,2.66,167544,167544,-0.04,-1.481,2.6948,"Sep 9, 15",-0.6942528735632183
2015-09-10,2.8,2.58,2.72,852161,852161,0.06,2.256,2.6553,"Sep 10, 15",-0.6873563218390804
2015-09-11,2.76,2.64,2.74,186807,186807,0.02,0.735,2.7169,"Sep 11, 15",-0.6850574712643678
2015-09-14,2.73,2.58,2.68,145427,145427,-0.06,-2.19,2.6563,"Sep 14, 15",-0.6919540229885057
2015-09-15,2.71,2.52,2.59,365531,365531,-0.09,-3.358,2.6093,"Sep 15, 15",-0.7022988505747126
2015-09-16,2.675,2.56,2.61,255879,255879,0.02,0.772,2.6219,"Sep 16, 15",-0.7000000000000001
2015-09-17,2.67,2.55,2.64,238527,238527,0.03,1.149,2.6143,"Sep 17, 15",-0.696551724137931
2015-09-18,2.83,2.59,2.81,483374,483374,0.17,6.439,2.7469,"Sep 18, 15",-0.6770114942528734
2015-09-21,2.87,2.63,2.67,305810,305810,-0.14,-4.982,2.7415,"Sep 21, 15",-0.693103448275862
2015-09-22,2.93,2.6748,2.8,694061,694061,0.13,4.869,2.8465,"Sep 22, 15",-0.6781609195402298
2015-09-23,2.92,2.65,2.65,644294,644294,-0.15,-5.357,2.7547,"Sep 23, 15",-0.6954022988505747
2015-09-24,2.849,2.66,2.83,321127,321127,0.18,6.792,2.7849,"Sep 24, 15",-0.6747126436781609
2015-09-25,2.8995,2.53,2.54,451553,451553,-0.29,-10.247,2.6389,"Sep 25, 15",-0.7080459770114942
2015-09-28,2.59,2.41,2.44,374918,374918,-0.1,-3.937,2.4896,"Sep 28, 15",-0.7195402298850575
2015-09-29,2.48,2.19,2.19,540802,540802,-0.25,-10.246,2.3039,"Sep 29, 15",-0.7482758620689656
2015-09-30,2.41,2.2248,2.26,345047,345047,0.07,3.196,2.2963,"Sep 30, 15",-0.7402298850574712
2015-10-01,2.27,2.1,2.22,338014,338014,-0.04,-1.77,2.2134,"Oct 1, 15",-0.7448275862068965
2015-10-02,2.34,2.15,2.3,204554,204554,0.08,3.604,2.2648,"Oct 2, 15",-0.735632183908046
2015-10-05,2.45,2.31,2.36,210303,210303,0.06,2.609,2.3576,"Oct 5, 15",-0.7287356321839081
2015-10-06,2.3656,2.17,2.24,302229,302229,-0.12,-5.085,2.2561,"Oct 6, 15",-0.7425287356321839
2015-10-07,2.42,2.21,2.38,292888,292888,0.14,6.25,2.3578,"Oct 7, 15",-0.7264367816091953
2015-10-08,2.47,2.32,2.37,197026,197026,-0.01,-0.42,2.3714,"Oct 8, 15",-0.7275862068965517
2015-10-09,2.5,2.33,2.34,342888,342888,-0.03,-1.266,2.3995,"Oct 9, 15",-0.7310344827586207
2015-10-12,2.38,2.27,2.38,171620,171620,0.04,1.709,2.3339,"Oct 12, 15",-0.7264367816091953
2015-10-13,2.445,2.31,2.33,148716,148716,-0.05,-2.101,2.3672,"Oct 13, 15",-0.732183908045977
2015-10-14,2.36,2.2,2.27,228651,228651,-0.06,-2.575,2.2595,"Oct 14, 15",-0.7390804597701149
2015-10-15,2.38,2.204,2.35,199388,199388,0.08,3.524,2.3312,"Oct 15, 15",-0.7298850574712644
2015-10-16,2.4,2.33,2.38,130967,130967,0.03,1.277,2.3645,"Oct 16, 15",-0.7264367816091953
2015-10-19,2.48,2.26,2.36,276452,276452,-0.02,-0.84,2.4017,"Oct 19, 15",-0.7287356321839081
2015-10-20,2.64,2.41,2.56,459064,459064,0.2,8.475,2.5352,"Oct 20, 15",-0.7057471264367815
2015-10-21,2.73,2.56,2.59,268887,268887,0.03,1.172,2.6342,"Oct 21, 15",-0.7022988505747126
2015-10-22,2.6899,2.41,2.47,304446,304446,-0.12,-4.633,2.5137,"Oct 22, 15",-0.7160919540229884
2015-10-23,2.54,2.4,2.5,218887,218887,0.03,1.215,2.4806,"Oct 23, 15",-0.7126436781609196
2015-10-26,2.54,2.39,2.46,164654,164654,-0.04,-1.6,2.4726,"Oct 26, 15",-0.7172413793103448
2015-10-27,2.51,2.38,2.42,315496,315496,-0.04,-1.626,2.4472,"Oct 27, 15",-0.7218390804597701
2015-10-28,2.54,2.42,2.45,353274,353274,0.03,1.24,2.4709,"Oct 28, 15",-0.7183908045977011
2015-10-29,2.52,2.43,2.43,163183,163183,-0.02,-0.816,2.4662,"Oct 29, 15",-0.7206896551724138
2015-10-30,2.5,2.42,2.49,222720,222720,0.06,2.469,2.4699,"Oct 30, 15",-0.7137931034482758
2015-11-02,2.66,2.47,2.66,272859,272859,0.17,6.827,2.566,"Nov 2, 15",-0.6942528735632183
2015-11-03,2.77,2.64,2.66,333672,333672,0,0,2.7026,"Nov 3, 15",-0.6942528735632183
2015-11-04,2.73,2.64,2.7,233524,233524,0.04,1.504,2.685,"Nov 4, 15",-0.689655172413793
2015-11-05,2.78,2.47,2.51,536369,536369,-0.19,-7.037,2.5331,"Nov 5, 15",-0.7114942528735633
2015-11-06,2.72,2.42,2.71,419260,419260,0.2,7.968,2.6424,"Nov 6, 15",-0.6885057471264368
2015-11-09,2.76,2.56,2.59,229596,229596,-0.12,-4.428,2.6048,"Nov 9, 15",-0.7022988505747126
2015-11-10,2.68,2.56,2.64,230106,230106,0.05,1.931,2.6239,"Nov 10, 15",-0.696551724137931
2015-11-11,2.78,2.64,2.77,312300,312300,0.13,4.924,2.7204,"Nov 11, 15",-0.6816091954022989
2015-11-12,2.83,2.645,2.78,449278,449278,0.01,0.361,2.7598,"Nov 12, 15",-0.6804597701149426
2015-11-13,2.9,2.711,2.78,385376,385376,0,0,2.8169,"Nov 13, 15",-0.6804597701149426
2015-11-16,2.89,2.65,2.66,363681,363681,-0.12,-4.317,2.708,"Nov 16, 15",-0.6942528735632183
2015-11-17,2.75,2.5,2.59,540610,540610,-0.07,-2.632,2.5792,"Nov 17, 15",-0.7022988505747126
2015-11-18,2.68,2.53,2.61,495114,495114,0.02,0.772,2.616,"Nov 18, 15",-0.7000000000000001
2015-11-19,2.84,2.54,2.63,1341348,1341348,0.02,0.766,2.6504,"Nov 19, 15",-0.6977011494252874
2015-11-20,2.7,2.6,2.62,417817,417817,-0.01,-0.38,2.6356,"Nov 20, 15",-0.6988505747126437
2015-11-23,2.7279,2.59,2.64,311893,311893,0.02,0.763,2.6631,"Nov 23, 15",-0.696551724137931
2015-11-24,2.65,2.56,2.6,283954,283954,-0.04,-1.515,2.6067,"Nov 24, 15",-0.7011494252873564
2015-11-25,2.76,2.58,2.75,134831,134831,0.15,5.769,2.6977,"Nov 25, 15",-0.6839080459770115
2015-11-27,2.8,2.69,2.79,79303,79303,0.04,1.455,2.7635,"Nov 27, 15",-0.6793103448275861
2015-11-30,2.8,2.62,2.63,335534,335534,-0.16,-5.735,2.6867,"Nov 30, 15",-0.6977011494252874
2015-12-01,2.68,2.58,2.59,383816,383816,-0.04,-1.521,2.629,"Dec 1, 15",-0.7022988505747126
2015-12-02,2.65,2.54,2.55,272329,272329,-0.04,-1.544,2.5953,"Dec 2, 15",-0.7068965517241379
2015-12-03,2.6,2.47,2.48,285251,285251,-0.07,-2.745,2.5172,"Dec 3, 15",-0.7149425287356321
2015-12-04,2.55,2.38,2.52,380276,380276,0.04,1.613,2.4556,"Dec 4, 15",-0.7103448275862069
2015-12-07,2.53,2.3299,2.33,385945,385945,-0.19,-7.54,2.3961,"Dec 7, 15",-0.732183908045977
2015-12-08,2.4222,2.26,2.35,242638,242638,0.02,0.858,2.3508,"Dec 8, 15",-0.7298850574712644
2015-12-09,2.41,2.26,2.32,269789,269789,-0.03,-1.277,2.3056,"Dec 9, 15",-0.7333333333333333
2015-12-10,2.44,2.291,2.39,175362,175362,0.07,3.017,2.3763,"Dec 10, 15",-0.7252873563218389
2015-12-11,2.38,2.22,2.22,387818,387818,-0.17,-7.113,2.2621,"Dec 11, 15",-0.7448275862068965
2015-12-14,2.27,2.11,2.19,378461,378461,-0.03,-1.351,2.1949,"Dec 14, 15",-0.7482758620689656
2015-12-15,2.42,2.18,2.39,335800,335800,0.2,9.132,2.3003,"Dec 15, 15",-0.7252873563218389
2015-12-16,2.4,2.33,2.39,290513,290513,0,0,2.3817,"Dec 16, 15",-0.7252873563218389
2015-12-17,2.48,2.31,2.32,226932,226932,-0.07,-2.929,2.3998,"Dec 17, 15",-0.7333333333333333
2015-12-18,2.39,2.29,2.33,480681,480681,0.01,0.431,2.3252,"Dec 18, 15",-0.732183908045977
2015-12-21,2.405,2.19,2.28,454691,454691,-0.05,-2.146,2.2796,"Dec 21, 15",-0.7379310344827587
2015-12-22,2.33,2.2503,2.29,229692,229692,0.01,0.439,2.2859,"Dec 22, 15",-0.7367816091954023
2015-12-23,2.345,2.28,2.29,185675,185675,0,0,2.3026,"Dec 23, 15",-0.7367816091954023
2015-12-24,2.6,2.263,2.51,546549,546549,0.22,9.607,2.455,"Dec 24, 15",-0.7114942528735633
2015-12-28,2.58,2.42,2.49,264043,264043,-0.02,-0.797,2.498,"Dec 28, 15",-0.7137931034482758
2015-12-29,2.56,2.41,2.48,295233,295233,-0.01,-0.402,2.4862,"Dec 29, 15",-0.7149425287356321
2015-12-30,2.53,2.4,2.41,265497,265497,-0.07,-2.823,2.4341,"Dec 30, 15",-0.7229885057471264
2015-12-31,2.55,2.3798,2.48,457735,457735,0.07,2.905,2.491,"Dec 31, 15",-0.7149425287356321
2016-01-04,2.5,2.32,2.33,294234,294234,-0.15,-6.048,2.3597,"Jan 4, 16",-0.732183908045977
2016-01-05,2.41,2.26,2.32,164128,164128,-0.01,-0.429,2.3283,"Jan 5, 16",-0.7333333333333333
2016-01-06,2.33,2.22,2.23,251621,251621,-0.09,-3.879,2.2605,"Jan 6, 16",-0.7436781609195402
2016-01-07,2.29,2.06,2.15,477782,477782,-0.08,-3.587,2.1551,"Jan 7, 16",-0.7528735632183907
2016-01-08,2.24,2.06,2.07,356609,356609,-0.08,-3.721,2.1234,"Jan 8, 16",-0.7620689655172413
2016-01-11,2.2,1.98,2,581827,581827,-0.07,-3.382,2.0715,"Jan 11, 16",-0.7701149425287356
2016-01-12,2.05,1.86,1.93,416013,416013,-0.07,-3.5,1.9391,"Jan 12, 16",-0.7781609195402299
2016-01-13,1.99,1.77,1.77,570443,570443,-0.16,-8.29,1.8508,"Jan 13, 16",-0.7965517241379311
2016-01-14,1.9,1.65,1.83,446553,446553,0.06,3.39,1.7815,"Jan 14, 16",-0.7896551724137931
2016-01-15,1.8,1.6,1.66,405355,405355,-0.17,-9.29,1.6812,"Jan 15, 16",-0.8091954022988506
2016-01-19,1.8,1.61,1.69,465488,465488,0.03,1.807,1.6991,"Jan 19, 16",-0.8057471264367817
2016-01-20,1.96,1.54,1.88,583067,583067,0.19,11.243,1.7709,"Jan 20, 16",-0.7839080459770115
2016-01-21,1.98,1.76,1.79,318524,318524,-0.09,-4.787,1.8456,"Jan 21, 16",-0.7942528735632184
2016-01-22,1.9,1.7,1.85,472798,472798,0.06,3.352,1.7927,"Jan 22, 16",-0.7873563218390804
2016-01-25,1.89,1.73,1.74,243027,243027,-0.11,-5.946,1.8244,"Jan 25, 16",-0.7999999999999999
2016-01-26,2.15,1.66,2.08,905609,905609,0.34,19.54,1.9191,"Jan 26, 16",-0.7609195402298851
2016-01-27,2.89,2.39,2.65,9564810,9564810,0.57,27.404,2.6709,"Jan 27, 16",-0.6954022988505747
2016-01-28,3.5,2.75,3.02,8410339,8410339,0.37,13.962,3.001,"Jan 28, 16",-0.6528735632183909
2016-01-29,3.09,2.56,2.76,6051130,6051130,-0.26,-8.609,2.7696,"Jan 29, 16",-0.6827586206896552
2016-02-01,3.43,2.95,3.07,8684963,8684963,0.31,11.232,3.0898,"Feb 1, 16",-0.6471264367816091
2016-02-02,3.22,2.91,3.12,3887689,3887689,0.05,1.629,3.0983,"Feb 2, 16",-0.6413793103448275
2016-02-03,3.28,2.96,3.13,2290896,2290896,0.01,0.321,3.0696,"Feb 3, 16",-0.6402298850574712
2016-02-04,3.353,3.12,3.26,3309234,3309234,0.13,4.153,3.2734,"Feb 4, 16",-0.6252873563218391
2016-02-05,3.49,3.3,3.39,3825212,3825212,0.13,3.988,3.39,"Feb 5, 16",-0.6103448275862068
2016-02-08,3.66,3.5,3.61,4439028,4439028,0.22,6.49,3.5561,"Feb 8, 16",-0.5850574712643678
2016-02-09,4.4,3.64,4.4,7434002,7434002,0.79,21.884,4.0952,"Feb 9, 16",-0.4942528735632183
2016-02-10,4.79,3.4,4.21,7846644,7846644,-0.19,-4.318,4.103,"Feb 10, 16",-0.5160919540229885
2016-02-11,4.28,3.86,4.28,2463302,2463302,0.07,1.663,4.0987,"Feb 11, 16",-0.5080459770114942
2016-02-12,4.12,3.75,3.82,3418915,3418915,-0.46,-10.748,3.9248,"Feb 12, 16",-0.560919540229885
2016-02-16,4.24,3.93,4.15,2847647,2847647,0.33,8.639,4.0897,"Feb 16, 16",-0.5229885057471264
2016-02-17,4.3499,3.99,4.1,2294456,2294456,-0.05,-1.205,4.1495,"Feb 17, 16",-0.5287356321839081
2016-02-18,4.19,3.81,4.16,2346856,2346856,0.06,1.463,4.0439,"Feb 18, 16",-0.52183908045977
2016-02-19,4.24,3.56,3.71,5160583,5160583,-0.45,-10.817,3.8608,"Feb 19, 16",-0.5735632183908046
2016-02-22,3.5,2.82,3.37,4982658,4982658,-0.34,-9.164,3.1966,"Feb 22, 16",-0.6126436781609195
2016-02-23,3.69,3.17,3.4,1267916,1267916,0.03,0.89,3.5023,"Feb 23, 16",-0.6091954022988505
2016-02-24,3.6,3.27,3.58,1248412,1248412,0.18,5.294,3.5014,"Feb 24, 16",-0.5885057471264368
2016-02-25,3.6,3.47,3.5,859379,859379,-0.08,-2.235,3.5262,"Feb 25, 16",-0.5977011494252873
2016-02-26,3.62,3.3,3.49,1274000,1274000,-0.01,-0.286,3.4355,"Feb 26, 16",-0.5988505747126436
2016-02-29,3.52,3.2,3.21,1519786,1519786,-0.28,-8.023,3.2948,"Feb 29, 16",-0.6310344827586206
2016-03-01,3.24,2.76,2.81,2204853,2204853,-0.4,-12.461,2.9749,"Mar 1, 16",-0.6770114942528734
