date,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-02-18,38.6125,95,95,0,0,38.264,"Feb 18, 14",0.033577724777223594
2014-02-19,39.0873,246,246,0.474852,1.23,38.6514,"Feb 19, 14",0.04628715057778631
2014-02-20,39.5706,302,302,0.483292,1.236,39.4235,"Feb 20, 14",0.05922410400957218
2014-02-21,38.0057,500,500,-1.5649,-3.955,38.0057,"Feb 21, 14",0.01733492870354748
2014-02-24,38.8015,401060,401060,0.795816,2.094,38.9449,"Feb 24, 14",0.03863686857736333
2014-02-25,38.8015,24,24,0,0,39.5526,"Feb 25, 14",0.03863686857736333
2014-02-26,38.8015,1,1,0,0,39.1313,"Feb 26, 14",0.03863686857736333
2014-02-27,38.8015,7,7,0,0,36.2382,"Feb 27, 14",0.03863686857736333
2014-03-03,38.8015,172,172,0,0,38.9911,"Mar 3, 14",0.03863686857736333
2014-03-04,38.8015,50,50,0,0,37.8606,"Mar 4, 14",0.03863686857736333
2014-03-06,38.9132,300,300,0.111678,0.288,38.9132,"Mar 6, 14",0.041626849331202684
2014-03-07,38.9132,99,99,0,0,38.6564,"Mar 7, 14",0.041626849331202684
2014-03-10,37.9969,340,340,-0.91629,-2.355,38.4149,"Mar 10, 14",0.01709937068533989
2014-03-17,38.9554,34000,34000,0.958497,2.523,38.9334,"Mar 17, 14",0.04275645710033425
2014-03-18,38.9554,9,9,0,0,38.9554,"Mar 18, 14",0.04275645710033425
2014-03-19,36.5811,1440,1440,-2.3743,-6.095,36.7713,"Mar 19, 14",-0.020798702289463355
2014-03-20,36.5811,25,25,0,0,35.8338,"Mar 20, 14",-0.020798702289463355
2014-03-24,36.5811,101,101,0,0,38.0252,"Mar 24, 14",-0.020798702289463355
2014-03-25,38.6125,1666,1666,2.0313,5.553,38.9319,"Mar 25, 14",0.033577724777223594
2014-03-26,38.6125,19,19,0,0,36.7306,"Mar 26, 14",0.033577724777223594
2014-03-27,38.6125,22,22,0,0,39.1313,"Mar 27, 14",0.033577724777223594
2014-03-31,38.773,421,421,0.160504,0.416,38.7745,"Mar 31, 14",0.037873981813850356
2014-04-01,37.7619,210,210,-1.0111,-2.608,37.9754,"Apr 1, 14",0.010808900880933368
2014-04-02,37.7619,50,50,0,0,35.9068,"Apr 2, 14",0.010808900880933368
2014-04-07,38.0872,400,400,0.325307,0.861,38.0872,"Apr 7, 14",0.019516517167629043
2014-04-08,38.4612,174,174,0.374012,0.982,0,"Apr 8, 14",0.029527732941450387
2014-04-09,38.8146,0,0,0.353448,0.919,,"Apr 9, 14",0.03898752880901326
2014-04-10,39.9278,330,330,1.1132,2.868,40.0878,"Apr 10, 14",0.06878561811227009
2014-04-11,39.0405,100,100,-0.887285,-2.222,39.0405,"Apr 11, 14",0.04503441020822797
2014-04-15,39.0405,40,40,0,0,39.0406,"Apr 15, 14",0.04503441020822797
2014-04-16,40.3537,187,187,1.3132,3.364,40.3496,"Apr 16, 14",0.08018609083438406
2014-04-17,40.3537,31,31,0,0,39.485,"Apr 17, 14",0.08018609083438406
2014-04-21,40.3271,2600,2600,-0.026618,-0.066,40.3654,"Apr 21, 14",0.07947406318843842
2014-04-22,40.3271,40,40,0,0,39.9269,"Apr 22, 14",0.07947406318843842
2014-04-23,40.1497,200,200,-0.177459,-0.44,40.1497,"Apr 23, 14",0.07472542768502688
2014-04-24,38.1355,170,170,-2.0141,-5.017,38.1355,"Apr 24, 14",0.02080940947210913
2014-04-25,38.1355,50,50,0,0,39.0405,"Apr 25, 14",0.02080940947210913
2014-04-28,38.1355,1,1,0,0,40.3476,"Apr 28, 14",0.02080940947210913
2014-04-30,38.5082,1217,1217,0.372656,0.977,38.0863,"Apr 30, 14",0.03078582690233181
2014-05-01,38.5082,6,6,0,0,40.145,"May 1, 14",0.03078582690233181
2014-05-05,38.5082,392,392,0,0,37.9082,"May 5, 14",0.03078582690233181
2014-05-15,39.0405,128,128,0.532372,1.382,39.0405,"May 15, 14",0.04503441020822797
2014-05-20,39.0405,9,9,0,0,38.0596,"May 20, 14",0.04503441020822797
2014-05-23,38.2775,165,165,-0.763066,-1.955,38.4668,"May 23, 14",0.02461045931136763
2014-05-27,39.0139,1300,1300,0.736449,1.924,37.0753,"May 27, 14",0.044322382562282325
2014-06-04,38.8187,25027,25027,-0.195204,-0.5,38.7082,"Jun 4, 14",0.039097277431132726
2014-06-05,38.659,2193,2193,-0.15971,-0.411,38.7066,"Jun 5, 14",0.0348224347597977
2014-06-11,38.659,2,2,0,0,38.0085,"Jun 11, 14",0.0348224347597977
2014-06-12,38.4549,782,782,-0.204079,-0.528,38.5788,"Jun 12, 14",0.02935909481477917
2014-06-13,37.8605,973,973,-0.594479,-1.546,37.5169,"Jun 13, 14",0.01344822140312279
2014-06-17,37.8605,160,160,0,0,38.313,"Jun 17, 14",0.01344822140312279
2014-06-18,36.8667,302,302,-0.99376,-2.625,36.9466,"Jun 18, 14",-0.01315377388036326
2014-06-19,38.5437,200,200,1.677,4.549,38.5437,"Jun 19, 14",0.031736089362146384
2014-06-20,38.5703,200,200,0.026619,0.069,38.5703,"Jun 20, 14",0.032448117008092026
2014-06-25,37.3103,100,100,-1.2599,-3.267,37.3103,"Jun 25, 14",-0.0012795083261729662
2014-06-27,37.4399,100,100,0.129513,0.347,37.4399,"Jun 27, 14",0.0021896188510657985
2014-07-01,37.4399,4,4,0,0,37.619,"Jul 1, 14",0.0021896188510657985
2014-07-02,37.4399,9,9,0,0,38.9446,"Jul 2, 14",0.0021896188510657985
2014-07-03,37.4399,13,13,0,0,38.9177,"Jul 3, 14",0.0021896188510657985
2014-07-07,38.2549,442,442,0.815079,2.177,38.3936,"Jul 7, 14",0.024005503491879913
2014-07-08,39.4462,1174,1174,1.1913,3.114,39.0147,"Jul 8, 14",0.055894170206728856
2014-07-10,39.4462,0,0,0,0,,"Jul 10, 14",0.055894170206728856
2014-07-11,39.4462,26,26,0,0,,"Jul 11, 14",0.055894170206728856
2014-07-14,39.4462,1,1,0,0,,"Jul 14, 14",0.055894170206728856
2014-07-15,39.4462,0,0,0,0,,"Jul 15, 14",0.055894170206728856
2014-07-16,39.4462,4,4,0,0,,"Jul 16, 14",0.055894170206728856
2014-07-17,39.4462,0,0,0,0,,"Jul 17, 14",0.055894170206728856
2014-07-18,39.4462,0,0,0,0,,"Jul 18, 14",0.055894170206728856
2014-07-21,39.4462,70,70,0,0,,"Jul 21, 14",0.055894170206728856
2014-07-22,40.3061,1029,1029,0.859866,2.18,40.3061,"Jul 22, 14",0.07891193609953398
2014-07-23,40.3061,23,23,0,0,,"Jul 23, 14",0.07891193609953398
2014-07-24,40.3061,200000,200000,0,0,,"Jul 24, 14",0.07891193609953398
2014-07-25,40.3061,0,0,0,0,,"Jul 25, 14",0.07891193609953398
2014-07-28,40.3061,0,0,0,0,,"Jul 28, 14",0.07891193609953398
2014-07-29,40.3061,0,0,0,0,,"Jul 29, 14",0.07891193609953398
2014-07-30,38.658,100,100,-1.6481,-4.089,38.658,"Jul 30, 14",0.03479566680318327
2014-07-31,38.658,0,0,0,0,,"Jul 31, 14",0.03479566680318327
2014-08-01,38.658,0,0,0,0,,"Aug 1, 14",0.03479566680318327
2014-08-04,40.3061,200,200,1.6481,4.263,40.2881,"Aug 4, 14",0.07891193609953398
2014-08-05,40.3061,0,0,0,0,,"Aug 5, 14",0.07891193609953398
2014-08-06,40.3061,524,524,0,0,40.3061,"Aug 6, 14",0.07891193609953398
2014-08-07,40.6643,302,302,0.358276,0.889,40.6643,"Aug 7, 14",0.08850021815884633
2014-08-08,41.2018,689,689,0.537415,1.322,40.9215,"Aug 8, 14",0.10288799483913792
2014-08-11,41.2018,1,1,0,0,,"Aug 11, 14",0.10288799483913792
2014-08-12,41.2018,0,0,0,0,,"Aug 12, 14",0.10288799483913792
2014-08-13,41.2018,55,55,0,0,,"Aug 13, 14",0.10288799483913792
2014-08-14,41.2018,4,4,0,0,,"Aug 14, 14",0.10288799483913792
2014-08-15,41.2018,0,0,0,0,,"Aug 15, 14",0.10288799483913792
2014-08-18,41.2018,24,24,0,0,,"Aug 18, 14",0.10288799483913792
2014-08-19,41.2018,35,35,0,0,,"Aug 19, 14",0.10288799483913792
2014-08-20,41.2018,10,10,0,0,,"Aug 20, 14",0.10288799483913792
2014-08-21,41.2018,10,10,0,0,,"Aug 21, 14",0.10288799483913792
2014-08-22,41.2018,10,10,0,0,,"Aug 22, 14",0.10288799483913792
2014-08-25,41.2018,0,0,0,0,,"Aug 25, 14",0.10288799483913792
2014-08-26,41.2018,95,95,0,0,,"Aug 26, 14",0.10288799483913792
2014-08-27,41.2018,0,0,0,0,,"Aug 27, 14",0.10288799483913792
2014-08-28,41.2018,0,0,0,0,,"Aug 28, 14",0.10288799483913792
2014-08-29,43.441,500,500,2.2392,5.435,43.441,"Aug 29, 14",0.1628268032903173
2014-09-02,43.441,24,24,0,0,,"Sep 2, 14",0.1628268032903173
2014-09-03,42.0974,1079,1079,-1.3435,-3.093,41.2503,"Sep 3, 14",0.12686137678308052
2014-09-04,40.7987,250,250,-1.2987,-3.085,40.7763,"Sep 4, 14",0.09209783152783456
2014-09-05,40.7987,1,1,0,0,,"Sep 5, 14",0.09209783152783456
2014-09-08,40.7539,1424,1424,-0.044784,-0.11,40.7566,"Sep 8, 14",0.09089862707150527
2014-09-09,40.7539,95,95,0,0,,"Sep 9, 14",0.09089862707150527
2014-09-10,40.7539,1000,1000,0,0,40.7539,"Sep 10, 14",0.09089862707150527
2014-09-11,44.1575,2420,2420,3.4036,8.352,43.866,"Sep 11, 14",0.1820060442046035
2014-09-12,43.432,4800,4800,-0.725511,-1.643,45.3793,"Sep 12, 14",0.1625858916807868
2014-09-15,45.2144,3300,3300,1.7824,4.104,45.1551,"Sep 15, 14",0.21029709755046422
2014-09-16,45.2144,10,10,0,0,,"Sep 16, 14",0.21029709755046422
2014-09-17,44.3367,500,500,-0.877774,-1.941,44.3367,"Sep 17, 14",0.18680286202992122
2014-09-18,47.4716,3254,3254,3.1349,7.071,45.6279,"Sep 18, 14",0.27071772922070453
2014-09-19,45.9937,406,406,-1.4779,-3.113,46.0945,"Sep 19, 14",0.23115736614014087
2014-09-22,44.7845,806,806,-1.2092,-2.629,44.7935,"Sep 22, 14",0.19878955300189252
2014-09-23,46.1281,799,799,1.3435,3,45.9185,"Sep 23, 14",0.2347549795091293
2014-09-24,44.3367,1417,1417,-1.7914,-3.883,44.8236,"Sep 24, 14",0.18680286202992122
2014-09-25,46.0743,1293,1293,1.7376,3.919,45.6222,"Sep 25, 14",0.23331486344326935
2014-09-26,45.725,1100,1100,-0.34932,-0.758,45.3079,"Sep 26, 14",0.22396481619782593
2014-09-29,44.8562,201,201,-0.868817,-1.9,45.313,"Sep 29, 14",0.20070881549115188
2014-09-30,46.0743,338,338,1.2181,2.716,46.0743,"Sep 30, 14",0.23331486344326935
2014-10-01,46.0743,0,0,0,0,,"Oct 1, 14",0.23331486344326935
2014-10-02,46.1191,300,300,0.044784,0.097,46.1012,"Oct 2, 14",0.23451406789959883
2014-10-03,46.1191,0,0,-0.000028,0,,"Oct 3, 14",0.23451406789959883
2014-10-06,46.1191,0,0,0,0,,"Oct 6, 14",0.23451406789959883
2014-10-07,46.1191,10,10,0,0,,"Oct 7, 14",0.23451406789959883
2014-10-08,46.1191,0,0,0,0,,"Oct 8, 14",0.23451406789959883
2014-10-09,46.1191,2,2,0,0,,"Oct 9, 14",0.23451406789959883
2014-10-10,46.1191,0,0,0,0,,"Oct 10, 14",0.23451406789959883
2014-10-13,46.1191,25,25,0,0,,"Oct 13, 14",0.23451406789959883
2014-10-14,46.1191,0,0,0,0,,"Oct 14, 14",0.23451406789959883
2014-10-15,46.1191,0,0,0,0,,"Oct 15, 14",0.23451406789959883
2014-10-16,46.1191,2,2,0,0,,"Oct 16, 14",0.23451406789959883
2014-10-17,45.356,269,269,-0.763066,-1.655,44.9316,"Oct 17, 14",0.21408744020707696
2014-10-20,45.356,0,0,0,0,,"Oct 20, 14",0.21408744020707696
2014-10-21,45.356,200,200,0,0,45.356,"Oct 21, 14",0.21408744020707696
2014-10-22,45.356,430,430,0,0,43.9473,"Oct 22, 14",0.21408744020707696
2014-10-23,41.8358,106,106,-3.5202,-7.761,41.8358,"Oct 23, 14",0.11985887933272835
2014-10-24,41.8358,1,1,0,0,,"Oct 24, 14",0.11985887933272835
2014-10-27,42.4225,270,270,0.586693,1.402,42.5897,"Oct 27, 14",0.1355636394784531
2014-10-28,42.4225,0,0,0,0,,"Oct 28, 14",0.1355636394784531
2014-10-29,42.4225,0,0,0,0,,"Oct 29, 14",0.1355636394784531
2014-10-30,41.7456,100,100,-0.676954,-1.596,41.7456,"Oct 30, 14",0.11744440964610092
2014-10-31,42.242,642,642,0.496433,1.189,42.7836,"Oct 31, 14",0.13073202330953654
2014-11-03,42.242,75,75,0,0,,"Nov 3, 14",0.13073202330953654
2014-11-04,42.242,0,0,0,0,,"Nov 4, 14",0.13073202330953654
2014-11-05,42.242,0,0,0,0,,"Nov 5, 14",0.13073202330953654
2014-11-06,42.242,70,70,0,0,,"Nov 6, 14",0.13073202330953654
2014-11-07,42.242,0,0,0,0,,"Nov 7, 14",0.13073202330953654
2014-11-10,42.242,50,50,0,0,,"Nov 10, 14",0.13073202330953654
2014-11-11,42.242,0,0,0,0,,"Nov 11, 14",0.13073202330953654
2014-11-12,42.242,0,0,0,0,,"Nov 12, 14",0.13073202330953654
2014-11-13,42.242,10,10,0,0,,"Nov 13, 14",0.13073202330953654
2014-11-14,45.2387,1275,1275,2.9967,7.094,44.7746,"Nov 14, 14",0.21094755889619657
2014-11-17,45.6286,100,100,0.389927,0.862,45.6286,"Nov 17, 14",0.22138438518018846
2014-11-18,46.4843,338,338,0.85567,1.875,46.1623,"Nov 18, 14",0.2442897256552126
2014-11-19,46.4843,0,0,0,0,,"Nov 19, 14",0.2442897256552126
2014-11-20,46.4843,0,0,0,0,,"Nov 20, 14",0.2442897256552126
2014-11-21,46.4843,600,600,0,0,46.4843,"Nov 21, 14",0.2442897256552126
2014-11-24,46.4843,90,90,0,0,,"Nov 24, 14",0.2442897256552126
2014-11-25,46.4843,0,0,0,0,,"Nov 25, 14",0.2442897256552126
2014-11-26,46.4843,0,0,0,0,,"Nov 26, 14",0.2442897256552126
2014-11-28,45.0942,100,100,-1.39,-2.99,45.0942,"Nov 28, 14",0.2070795891654019
2014-12-01,45.0942,0,0,0,0,,"Dec 1, 14",0.2070795891654019
2014-12-02,45.0942,35,35,0,0,,"Dec 2, 14",0.2070795891654019
2014-12-03,45.0942,0,0,0,0,,"Dec 3, 14",0.2070795891654019
2014-12-04,45.0942,0,0,0,0,,"Dec 4, 14",0.2070795891654019
2014-12-05,45.0942,0,0,0,0,,"Dec 5, 14",0.2070795891654019
2014-12-08,45.0942,0,0,0,0,,"Dec 8, 14",0.2070795891654019
2014-12-09,45.0942,0,0,0,0,,"Dec 9, 14",0.2070795891654019
2014-12-10,45.0942,0,0,0,0,,"Dec 10, 14",0.2070795891654019
2014-12-11,45.0942,0,0,0,0,,"Dec 11, 14",0.2070795891654019
2014-12-12,45.0942,0,0,0,0,,"Dec 12, 14",0.2070795891654019
2014-12-15,46.4843,1101,1101,1.39,3.082,46.4843,"Dec 15, 14",0.2442897256552126
2014-12-16,46.4843,0,0,0,0,,"Dec 16, 14",0.2442897256552126
2014-12-17,44.6249,100,100,-1.8594,-4,44.6249,"Dec 17, 14",0.19451738712621885
2014-12-18,44.6249,0,0,0,0,,"Dec 18, 14",0.19451738712621885
2014-12-19,44.679,1524,1524,0.054156,0.121,43.3256,"Dec 19, 14",0.1959655335790632
2014-12-22,44.679,1,1,0,0,,"Dec 22, 14",0.1959655335790632
2014-12-23,44.679,0,0,0,0,,"Dec 23, 14",0.1959655335790632
2014-12-24,44.679,25,25,0,0,,"Dec 24, 14",0.1959655335790632
2014-12-26,44.3229,0,0,-0.356169,-0.797,,"Dec 26, 14",0.1864334642286411
2014-12-29,46.4059,500,500,2.083,4.7,46.3331,"Dec 29, 14",0.24219111785663625
2014-12-30,46.4059,10,10,0,0,,"Dec 30, 14",0.24219111785663625
2014-12-31,46.4059,0,0,0,0,,"Dec 31, 14",0.24219111785663625
2015-01-02,46.5132,150,150,0.10737,0.231,46.5132,"Jan 2, 15",0.2450633196013715
2015-01-05,46.5132,0,0,0,0,,"Jan 5, 15",0.2450633196013715
2015-01-06,46.5132,0,0,0,0,,"Jan 6, 15",0.2450633196013715
2015-01-07,45.8455,100,100,-0.667789,-1.436,45.8455,"Jan 7, 15",0.2271903549698727
2015-01-08,45.8455,0,0,0,0,,"Jan 8, 15",0.2271903549698727
2015-01-09,45.8455,0,0,0,0,,"Jan 9, 15",0.2271903549698727
2015-01-12,45.8455,0,0,0,0,,"Jan 12, 15",0.2271903549698727
2015-01-13,45.6779,100,100,-0.167515,-0.365,45.6779,"Jan 13, 15",0.22270404544128317
2015-01-14,45.5074,539,539,-0.17052,-0.373,45.557,"Jan 14, 15",0.2181401088385115
2015-01-15,45.5074,0,0,0,0,,"Jan 15, 15",0.2181401088385115
2015-01-16,45.5074,2,2,0,0,,"Jan 16, 15",0.2181401088385115
2015-01-20,45.5074,9,9,0,0,,"Jan 20, 15",0.2181401088385115
2015-01-21,45.5074,2,2,0,0,,"Jan 21, 15",0.2181401088385115
2015-01-22,45.5074,0,0,0,0,,"Jan 22, 15",0.2181401088385115
2015-01-23,45.5074,0,0,0,0,,"Jan 23, 15",0.2181401088385115
2015-01-26,45.5074,0,0,0,0,,"Jan 26, 15",0.2181401088385115
2015-01-27,45.5074,1,1,0,0,,"Jan 27, 15",0.2181401088385115
2015-01-28,46.8608,100,100,1.3534,2.974,46.8608,"Jan 28, 15",0.2543678613205703
2015-01-29,46.7669,901,901,-0.093905,-0.2,46.7904,"Jan 29, 15",0.25185435019446917
2015-01-30,46.7669,5,5,0,0,,"Jan 30, 15",0.25185435019446917
2015-02-02,46.7669,0,0,0,0,,"Feb 2, 15",0.25185435019446917
2015-02-03,46.7669,50,50,0,0,,"Feb 3, 15",0.25185435019446917
2015-02-04,46.8153,437,437,0.048408,0.104,46.8289,"Feb 4, 15",0.25314991929461084
2015-02-05,46.8153,0,0,0,0,,"Feb 5, 15",0.25314991929461084
2015-02-06,46.8153,0,0,0,0,,"Feb 6, 15",0.25314991929461084
2015-02-09,46.8153,10,10,0,0,,"Feb 9, 15",0.25314991929461084
2015-02-10,46.8153,0,0,0,0,,"Feb 10, 15",0.25314991929461084
2015-02-11,46.8153,0,0,0,0,,"Feb 11, 15",0.25314991929461084
2015-02-12,46.8153,0,0,0,0,,"Feb 12, 15",0.25314991929461084
2015-02-13,46.8153,0,0,0,0,,"Feb 13, 15",0.25314991929461084
2015-02-17,46.8153,10,10,0,0,,"Feb 17, 15",0.25314991929461084
2015-02-18,46.8153,0,0,0,0,,"Feb 18, 15",0.25314991929461084
2015-02-19,46.8153,0,0,0,0,,"Feb 19, 15",0.25314991929461084
2015-02-20,46.8153,0,0,0,0,,"Feb 20, 15",0.25314991929461084
2015-02-23,46.8153,0,0,0,0,,"Feb 23, 15",0.25314991929461084
2015-02-24,46.8153,0,0,0,0,,"Feb 24, 15",0.25314991929461084
2015-02-25,46.8153,0,0,0,0,,"Feb 25, 15",0.25314991929461084
2015-02-26,46.8153,31193,31193,0,0,,"Feb 26, 15",0.25314991929461084
2015-02-27,46.8153,0,0,0,0,,"Feb 27, 15",0.25314991929461084
2015-03-02,46.8153,73,73,0,0,,"Mar 2, 15",0.25314991929461084
2015-03-03,44.0401,31479,31479,-2.7753,-5.928,43.4744,"Mar 3, 15",0.1788634860980618
2015-03-04,44.7134,103,103,0.67334,1.529,44.7134,"Mar 4, 15",0.1968863512866018
2015-03-05,44.7134,0,0,0,0,,"Mar 5, 15",0.1968863512866018
2015-03-06,42.8572,800,800,-1.8562,-4.151,43.6067,"Mar 6, 15",0.14719967021877448
2015-03-09,42.8572,0,0,0,0,,"Mar 9, 15",0.14719967021877448
2015-03-10,42.8572,0,0,0,0,,"Mar 10, 15",0.14719967021877448
2015-03-11,42.8572,0,0,0,0,,"Mar 11, 15",0.14719967021877448
2015-03-12,42.8663,250,250,0.0091,0.021,42.8663,"Mar 12, 15",0.14744325862396648
2015-03-13,42.8663,0,0,0,0,,"Mar 13, 15",0.14744325862396648
2015-03-16,44.586,996,996,1.7197,4.012,42.8936,"Mar 16, 15",0.193476113613915
2015-03-17,44.586,0,0,0,0,,"Mar 17, 15",0.193476113613915
2015-03-18,44.586,0,0,0,0,,"Mar 18, 15",0.193476113613915
2015-03-19,44.586,0,0,0,0,,"Mar 19, 15",0.193476113613915
2015-03-20,44.586,0,0,0,0,,"Mar 20, 15",0.193476113613915
2015-03-23,42.8572,201,201,-1.7288,-3.878,42.8572,"Mar 23, 15",0.14719967021877448
2015-03-24,42.8572,0,0,0,0,,"Mar 24, 15",0.14719967021877448
2015-03-25,42.8572,0,0,0,0,,"Mar 25, 15",0.14719967021877448
2015-03-26,42.8572,0,0,0,0,,"Mar 26, 15",0.14719967021877448
2015-03-27,42.6752,520,520,-0.181984,-0.425,42.6752,"Mar 27, 15",0.14232790211493615
