date,open,high,low,close,volume,unadjustedVolume,change,changePercent,label,changeOverTime
"2016-01-21,38.0082,39.0528,37.1197,38.8478,9781683,9781683,0.712715,1.869,""Jan 21, 16"",1.1040550714119362"
"2016-01-22,39.0528,39.7558,38.633,39.209,7247031,7247031,0.361238,0.93,""Jan 22, 16"",1.1236182047629624"
"2016-01-25,39.0724,39.209,37.9008,37.9593,10113170,10113170,-1.2497,-3.187,""Jan 25, 16"",1.0559325797663472"
"2016-01-26,37.8129,38.8087,37.5298,38.7013,8099029,8099029,0.742004,1.955,""Jan 26, 16"",1.0961204118440366"
"2016-01-27,39.1993,39.9022,38.5451,38.7502,10185956,10185956,0.048816,0.126,""Jan 27, 16"",1.0987689091332535"
"2016-01-28,38.6721,38.8478,36.7682,37.2369,17112266,17112266,-1.5133,-3.905,""Jan 28, 16"",1.016806313064295"
"2016-01-29,36.6315,38.1595,35.7316,38.0667,20957476,20957476,0.829872,2.229,""Jan 29, 16"",1.0617495247328483"
"2016-02-01,38.0765,38.9942,37.7153,38.4475,12023520,12023520,0.380764,1,""Feb 1, 16"",1.0823742234595115"
"2016-02-02,37.9105,38.0472,36.1239,36.1531,12401401,12401401,-2.2944,-5.967,""Feb 2, 16"",0.9581060807114655"
"2016-02-03,36.4949,36.7194,34.9083,36.6218,12391194,12391194,0.468635,1.296,""Feb 3, 16"",0.9834915751788683"
"2016-02-04,36.4558,37.686,35.8319,37.3052,8599627,8599627,0.683423,1.866,""Feb 4, 16"",1.0205055434293977"
"2016-02-05,36.817,37.5786,35.665,35.8798,10072744,10072744,-1.4254,-3.821,""Feb 5, 16"",0.9433037431011793"
"2016-02-08,35.3218,35.4001,34.0295,34.8029,12821858,12821858,-1.0769,-3.001,""Feb 8, 16"",0.8849772250897727"
"2016-02-09,34.1959,35.9777,34.1763,35.4294,11143254,11143254,0.626549,1.8,""Feb 9, 16"",0.9189094040610292"
"2016-02-10,35.8015,36.849,35.7624,36.3399,8114127,8114127,0.910455,2.57,""Feb 10, 16"",0.9682234486792718"
"2016-02-11,35.7036,36.4377,35.4099,35.7231,8096032,8096032,-0.61676,-1.697,""Feb 11, 16"",0.9348166362459583"
"2016-02-12,36.1441,37.1818,35.6546,37.0252,9412821,9412821,1.302,3.645,""Feb 12, 16"",1.0053403237774394"
"2016-02-16,37.3287,37.9552,36.7413,37.7986,7147467,7147467,0.773398,2.089,""Feb 16, 16"",1.0472288269160983"
"2016-02-17,38.1314,38.9929,38.0531,38.5132,8432477,8432477,0.714658,1.891,""Feb 17, 16"",1.085932633927846"
"2016-02-18,38.5328,38.8461,38.1412,38.709,9605849,9605849,0.195797,0.508,""Feb 18, 16"",1.0965374553844656"
"2016-02-19,38.337,39.2279,38.2195,38.9244,11052389,11052389,0.215376,0.556,""Feb 19, 16"",1.1082038422167217"
"2016-02-22,39.2964,40.0698,39.2279,39.9817,9997306,9997306,1.0573,2.716,""Feb 22, 16"",1.1654687948524909"
"2016-02-23,39.7076,39.9524,39.3258,39.5314,6432202,6432202,-0.450333,-1.126,""Feb 23, 16"",1.1410798719622168"
"2016-02-24,39.179,39.9719,38.5622,39.8055,6103693,6103693,0.274115,0.693,""Feb 24, 16"",1.155925538771509"
"2016-02-25,39.9034,40.5104,39.5608,40.4908,6936437,6936437,0.685291,1.722,""Feb 25, 16"",1.1930424138696765"
"2016-02-26,40.6279,40.7257,39.5314,40.0111,7467225,7467225,-0.479703,-1.185,""Feb 26, 16"",1.1670611429159468"
"2016-02-29,39.9132,40.4712,39.6489,40.1384,5791341,5791341,0.127268,0.318,""Feb 29, 16"",1.173955901707712"
"2016-03-01,40.5691,41.1369,40.1971,40.9509,7885768,7885768,0.812555,2.024,""Mar 1, 16"",1.2179621194477692"
"2016-03-02,40.5985,40.9215,40.4223,40.716,7913743,7913743,-0.234956,-0.574,""Mar 2, 16"",1.2052395833897516"
"2016-03-03,40.6474,41.3523,40.3635,40.9999,8812844,8812844,0.283905,0.697,""Mar 3, 16"",1.2206160328868618"
"2016-03-04,41.2838,41.2838,40.5495,40.7551,9474058,9474058,-0.244746,-0.597,""Mar 4, 16"",1.20735729799115"
"2016-03-07,40.4418,41.3425,40.0405,41.2446,6961033,6961033,0.489493,1.201,""Mar 7, 16"",1.2338693516326982"
"2016-03-08,40.4321,40.5397,39.2083,39.9132,8418307,8418307,-1.3314,-3.228,""Mar 8, 16"",1.1617587321876373"
"2016-03-09,39.8838,40.8432,39.6684,40.7747,8546320,8546320,0.861505,2.158,""Mar 9, 16"",1.2084188633667872"
"2016-03-10,41.225,41.225,40.0503,40.7551,5814184,5814184,-0.019581,-0.048,""Mar 10, 16"",1.20735729799115"
"2016-03-11,41.0097,41.6068,40.8236,41.5775,5701486,5701486,0.822347,2.018,""Mar 11, 16"",1.2518997145689015"
"2016-03-14,41.4208,41.8026,41.2348,41.6949,4567995,4567995,0.11748,0.283,""Mar 14, 16"",1.2582582745229725"
"2016-03-15,41.411,41.5937,41.0978,41.225,4445364,4445364,-0.469914,-1.127,""Mar 15, 16"",1.2328077862570614"
"2016-03-16,40.9313,41.5383,40.7163,41.4208,4792939,4792939,0.195796,0.475,""Mar 16, 16"",1.2434126077136807"
"2016-03-17,41.4208,41.4208,40.9411,41.2152,5960628,5960628,-0.205584,-0.496,""Mar 17, 16"",1.232277003569243"
"2016-03-18,41.4208,42.6152,40.8726,42.5271,13745965,13745965,1.3118,3.183,""Mar 18, 16"",1.3033314737885424"
"2016-03-21,42.4096,42.8599,42.3704,42.5565,4756375,4756375,0.029371,0.069,""Mar 21, 16"",1.3049238218519983"
"2016-03-22,41.1173,42.1159,40.9607,41.8614,6721590,6721590,-0.69508,-1.633,""Mar 22, 16"",1.2672761640660122"
"2016-03-23,41.9005,41.9592,40.7062,41.039,9583382,9583382,-0.822348,-1.964,""Mar 23, 16"",1.2227337474882605"
"2016-03-24,40.9999,41.0684,39.3454,39.6489,12515149,12515149,-1.3902,-3.387,""Mar 24, 16"",1.1474438480661635"
"2016-03-28,40.1384,40.4712,39.4824,40.0503,6402846,6402846,0.401384,1.012,""Mar 28, 16"",1.1691842736672209"
"2016-03-29,40.0405,40.5588,39.9132,40.481,6794023,6794023,0.430754,1.076,""Mar 29, 16"",1.1925116311818582"
"2016-03-30,40.8726,41.1858,40.4908,40.5104,6076819,6076819,0.02937,0.073,""Mar 30, 16"",1.1941039792453134"
"2016-03-31,40.6279,40.8041,40.1188,40.1481,8138009,8138009,-0.362226,-0.894,""Mar 31, 16"",1.174481268245655"
"2016-04-01,39.2866,39.316,38.4447,38.6895,11244108,11244108,-1.4587,-3.633,""Apr 1, 16"",1.095481306158704"
"2016-04-04,38.9734,39.3943,38.3283,38.5426,7831606,7831606,-0.146848,-0.38,""Apr 4, 16"",1.0875249819913015"
"2016-04-05,38.3077,38.5524,37.9259,38.1119,7648428,7648428,-0.430752,-1.118,""Apr 5, 16"",1.0641976244766644"
"2016-04-06,38.2489,38.2489,37.5343,38.0825,5649968,5649968,-0.029369,-0.077,""Apr 6, 16"",1.062605276413209"
"2016-04-07,37.8475,38.2293,37.1133,37.5538,8206668,8206668,-0.528653,-1.388,""Apr 7, 16"",1.0339700920203865"
"2016-04-08,37.8867,37.9063,37.3189,37.6909,6087408,6087408,0.13706,0.365,""Apr 8, 16"",1.04139563349997"
"2016-04-11,37.9748,38.7188,37.8573,37.9161,7932341,7932341,0.225165,0.597,""Apr 11, 16"",1.0535928030200452"
"2016-04-12,38.0042,38.6014,37.9454,38.3664,6426030,6426030,0.450333,1.188,""Apr 12, 16"",1.0779817259103193"
"2016-04-13,38.4741,39.1692,38.0727,39.1006,12493627,12493627,0.734238,1.914,""Apr 13, 16"",1.117747098297704"
"2016-04-14,39.4922,40.7845,39.4037,40.3048,10133381,10133381,1.2042,3.08,""Apr 14, 16"",1.1829683751008757"
"2016-04-15,40.4321,40.4908,39.8642,40.0503,6982204,6982204,-0.254536,-0.632,""Apr 15, 16"",1.1691842736672209"
"2016-04-18,40.3146,40.3929,39.5852,40.06,5245673,5245673,0.009791,0.024,""Apr 18, 16"",1.1697096402051639"
"2016-04-19,40.1286,40.8824,40.1049,40.4712,6650663,6650663,0.411174,1.026,""Apr 19, 16"",1.1919808484940397"
"2016-04-20,40.4908,40.8334,40.246,40.3929,5018209,5018209,-0.078321,-0.194,""Apr 20, 16"",1.1877400031413667"
"2016-04-21,39.9426,40.0698,38.9636,39.1692,10782629,10782629,-1.2237,-3.03,""Apr 21, 16"",1.1214625771124336"
"2016-04-22,36.8881,37.6811,36.2322,37.407,20939508,20939508,-1.7622,-4.499,""Apr 22, 16"",1.0260191840028594"
"2016-04-25,37.358,37.593,36.1392,36.2224,12670142,12670142,-1.1846,-3.167,""Apr 25, 16"",0.9618594725753251"
"2016-04-26,36.4867,36.7021,35.498,36.1441,14692670,14692670,-0.078317,-0.216,""Apr 26, 16"",0.9576186272226526"
"2016-04-27,36.0168,36.5063,35.7525,35.9385,12305033,12305033,-0.205588,-0.569,""Apr 27, 16"",0.9464830230782144"
"2016-04-28,36.2616,36.3105,35.1357,35.2141,9836832,9836832,-0.72445,-2.016,""Apr 28, 16"",0.9072484333786486"
"2016-04-29,35.0574,35.077,33.3834,33.961,17807211,17807211,-1.2531,-3.559,""Apr 29, 16"",0.8393786592862597"
"2016-05-02,34.3537,34.5255,33.7744,33.8039,8829819,8829819,-0.157079,-0.463,""May 2, 16"",0.8308698878315359"
"2016-05-03,34.1279,34.1377,33.2344,33.9512,10674224,10674224,0.147271,0.436,""May 3, 16"",0.8388478765984412"
"2016-05-04,33.5486,33.6763,32.3999,32.6061,13412403,13412403,-1.3451,-3.962,""May 4, 16"",0.765995244620409"
"2016-05-05,32.6748,32.9104,32.1348,32.2084,11606138,11606138,-0.397634,-1.22,""May 5, 16"",0.7444552165647527"
"2016-05-06,32.0759,32.5472,31.6046,32.4293,12749112,12749112,0.220908,0.686,""May 6, 16"",0.7564194916401725"
"2016-05-09,32.4293,33.1853,32.341,32.341,9312525,9312525,-0.088363,-0.272,""May 9, 16"",0.7516370312999302"
"2016-05-10,32.6355,33.1853,32.4883,33.1559,8124367,8124367,0.814905,2.52,""May 10, 16"",0.7957732366370044"
"2016-05-11,33.0675,33.421,32.2526,32.2624,8148588,8148588,-0.893451,-2.695,""May 11, 16"",0.7473799374976304"
"2016-05-12,32.4097,32.4194,30.721,30.7603,14228217,14228217,-1.5022,-4.656,""May 12, 16"",0.6660239502147504"
"2016-05-13,30.5246,31.4279,30.5148,30.937,10132516,10132516,0.176729,0.575,""May 13, 16"",0.6755942870451112"
"2016-05-16,31.2315,31.7126,30.4264,31.5359,12397759,12397759,0.598906,1.936,""May 16, 16"",0.7080316086506746"
"2016-05-17,31.6635,32.6846,31.4377,32.0464,13303448,13303448,0.510545,1.619,""May 17, 16"",0.7356810537661197"
"2016-05-18,32.017,32.7533,31.7519,32.017,9136275,9136275,-0.029455,-0.092,""May 18, 16"",0.7340887057026644"
"2016-05-19,31.693,31.9973,31.1137,31.5654,8875353,8875353,-0.451635,-1.411,""May 19, 16"",0.7096293728640058"
"2016-05-20,31.7126,32.2133,31.369,31.4279,7277953,7277953,-0.137455,-0.435,""May 20, 16"",0.7021821667849193"
"2016-05-23,31.4475,31.7028,31.1235,31.153,6498413,6498413,-0.274908,-0.875,""May 23, 16"",0.6872931707766217"
"2016-05-24,31.3101,31.6881,31.2708,31.5654,6962729,6962729,0.412363,1.324,""May 24, 16"",0.7096293728640058"
"2016-05-25,31.801,32.3017,31.5163,31.585,7403238,7403238,0.019637,0.062,""May 25, 16"",0.710690938239643"
"2016-05-26,31.5457,31.7529,30.7995,30.937,7222797,7222797,-0.647998,-2.052,""May 26, 16"",0.6755942870451112"
"2016-05-27,31.0254,31.261,30.8424,31.0744,8573689,8573689,0.137453,0.444,""May 27, 16"",0.683036076974322"
"2016-05-31,31.1726,31.3886,30.7603,31.3297,9618738,9618738,0.255273,0.821,""May 31, 16"",0.6968635076069825"
"2016-06-01,31.3592,31.6733,31.153,31.369,6416243,6416243,0.039271,0.125,""Jun 1, 16"",0.6989920545081323"
"2016-06-02,31.0941,31.4868,31.0056,31.0941,6813295,6813295,-0.274908,-0.876,""Jun 2, 16"",0.6841030584998349"
"2016-06-03,31.0155,31.0254,29.8177,30.2497,12424133,12424133,-0.844361,-2.716,""Jun 3, 16"",0.6383690889494295"
"2016-06-06,30.2104,30.7308,29.8275,30.6915,8335439,8335439,0.441817,1.461,""Jun 6, 16"",0.6622976391002693"
"2016-06-07,30.8879,32.2723,30.5344,31.7715,12424206,12424206,1.08,3.519,""Jun 7, 16"",0.7207920577578222"
"2016-06-08,32.0366,32.3704,31.6341,31.9188,8173130,8173130,0.147273,0.464,""Jun 8, 16"",0.7287700465247274"
"2016-06-09,31.6635,32.9693,31.6635,32.7926,8188322,8188322,0.873815,2.738,""Jun 9, 16"",0.7760963641385884"
"2016-06-10,32.2035,32.8704,32.0464,32.5373,8252308,8252308,-0.255274,-0.778,""Jun 10, 16"",0.7622689335059281"
"2016-06-13,32.3901,32.3901,31.0646,31.2217,9225556,9225556,-1.3156,-4.043,""Jun 13, 16"",0.691014065741227"
"2016-06-14,31.2315,31.3886,29.4741,29.8079,13802855,13802855,-1.4138,-4.528,""Jun 14, 16"",0.6144405387985896"
"2016-06-15,30.0926,30.5344,29.8963,29.9355,8152256,8152256,0.127634,0.428,""Jun 15, 16"",0.6213515460399821"
"2016-06-16,29.2581,29.2581,28.4923,28.6101,18236714,18236714,-1.3255,-4.428,""Jun 16, 16"",0.5495658955874626"
"2016-06-17,28.5708,29.0126,28.3254,28.8065,15301910,15301910,0.196362,0.686,""Jun 17, 16"",0.5602032139433362"
"2016-06-20,29.209,29.8374,29.101,29.1697,8359297,8359297,0.363272,1.261,""Jun 20, 16"",0.5798746702918762"
"2016-06-21,29.7392,29.8374,29.1501,29.4741,8922946,8922946,0.304363,1.043,""Jun 21, 16"",0.5963614305135051"
"2016-06-22,29.5035,29.7784,29.2777,29.3465,6675906,6675906,-0.127635,-0.433,""Jun 22, 16"",0.5894504232721127"
"2016-06-23,29.6999,29.9355,29.2286,29.7784,9139949,9139949,0.431997,1.472,""Jun 23, 16"",0.6128427745852584"
"2016-06-24,27.6872,27.9817,26.5483,26.5581,36049898,36049898,-3.2204,-10.814,""Jun 24, 16"",0.4384265001381118"
"2016-06-27,26.3617,26.3617,24.3981,24.8105,23200027,23200027,-1.7476,-6.58,""Jun 27, 16"",0.34377386491038986"
"2016-06-28,25.645,26.3912,25.2916,26.2832,20026097,20026097,1.4727,5.936,""Jun 28, 16"",0.4235375041298143"
"2016-06-29,26.4501,27.5546,26.4501,27.1963,15008769,15008769,0.91309,3.474,""Jun 29, 16"",0.4729923686448252"
"2016-06-30,27.3534,27.7952,26.9901,27.7952,11148266,11148266,0.598906,2.202,""Jun 30, 16"",0.5054296902503886"
"2016-07-01,27.7461,28.9832,27.6872,28.7966,13249962,13249962,1.0015,3.603,""Jul 1, 16"",0.5596670151056421"
"2016-07-05,28.561,28.6297,27.6774,28.4039,9467046,9467046,-0.392726,-1.364,""Jul 5, 16"",0.5383977945437706"
"2016-07-06,27.2552,27.8835,26.6268,27.8345,18757538,18757538,-0.569451,-2.005,""Jul 6, 16"",0.5075582371515384"
"2016-07-07,27.8737,28.9341,27.7952,28.8654,11779807,11779807,1.0309,3.704,""Jul 7, 16"",0.5633933262201232"
"2016-07-08,29.2581,29.726,29.1599,29.4937,13659253,13659253,0.628361,2.177,""Jul 8, 16"",0.5974229958891423"
"2016-07-11,29.6803,30.8683,29.6704,30.5934,12374382,12374382,1.0996,3.728,""Jul 11, 16"",0.656984396072208"
"2016-07-12,32.1839,34.2555,32.1544,34.0297,25515686,25515686,3.4364,11.232,""Jul 12, 16"",0.8430995542508651"
"2016-07-13,34.3635,34.6482,33.4946,33.8235,15215087,15215087,-0.206181,-0.606,""Jul 13, 16"",0.8319314532071733"
"2016-07-14,34.4715,35.5319,34.3635,35.2275,16884414,16884414,1.404,4.151,""Jul 14, 16"",0.9079741974619921"
"2016-07-15,34.8642,35.4042,34.6777,35.2373,9817118,9817118,0.009818,0.028,""Jul 15, 16"",0.9085049801498105"
"2016-07-18,35.3748,35.6792,35.1097,35.3748,8606791,8606791,0.137453,0.39,""Jul 18, 16"",0.9159521862288973"
"2016-07-19,35.1293,35.4239,34.6875,35.3552,7956271,7956271,-0.019636,-0.056,""Jul 19, 16"",0.9148906208532605"
"2016-07-20,35.4141,36.0572,34.7464,35.2668,13098351,13098351,-0.088364,-0.25,""Jul 20, 16"",0.9101027443631422"
"2016-07-21,34.4617,34.9133,33.8137,34.3243,16429851,16429851,-0.942541,-2.673,""Jul 21, 16"",0.8590555317846755"
"2016-07-22,35.7872,35.8952,34.9526,35.6988,14704699,14704699,1.3745,4.005,""Jul 22, 16"",0.9335005118261631"
"2016-07-25,35.689,35.737,34.8741,35.149,9526661,9526661,-0.549817,-1.54,""Jul 25, 16"",0.9037225198095682"
"2016-07-26,35.257,36.013,35.0017,35.8853,8871189,8871189,0.736362,2.095,""Jul 26, 16"",0.9436016313443426"
"2016-07-27,35.8362,35.9344,35.2472,35.5417,6671186,6671186,-0.343636,-0.958,""Jul 27, 16"",0.9249917403714395"
"2016-07-28,35.4141,35.8657,35.0999,35.6792,6519640,6519640,0.137455,0.387,""Jul 28, 16"",0.9324389464505263"
"2016-07-29,35.6006,36.0709,34.8544,34.8544,9138561,9138561,-0.824725,-2.312,""Jul 29, 16"",0.8877665422757577"
"2016-08-01,34.8937,35.0999,34.4617,34.9526,7058968,7058968,0.098183,0.282,""Aug 1, 16"",0.8930852014536944"
"2016-08-02,34.7464,34.7562,32.773,32.9006,12100443,12100443,-2.052,-5.871,""Aug 2, 16"",0.7819458060043436"
"2016-08-03,32.9597,33.4422,32.6643,32.9695,8254209,8254209,0.068927,0.21,""Aug 3, 16"",0.7856775332687004"
"2016-08-04,33.0582,33.2551,32.4969,33.068,6384697,6384697,0.098476,0.299,""Aug 4, 16"",0.7910124408962643"
"2016-08-05,33.196,34.1906,33.1665,33.9149,16437181,16437181,0.846887,2.561,""Aug 5, 16"",0.8368818141935624"
"2016-08-08,33.6983,34.3482,33.5998,33.8263,7142394,7142394,-0.088628,-0.261,""Aug 8, 16"",0.8320831054036929"
"2016-08-09,34.6732,34.9587,34.0134,34.0626,7307238,7307238,0.236341,0.699,""Aug 9, 16"",0.8448814675599705"
"2016-08-10,34.0626,34.2202,33.2256,33.6589,5878383,5878383,-0.403748,-1.185,""Aug 10, 16"",0.8230164705117721"
"2016-08-11,33.7278,34.5452,33.718,34.427,7666723,7666723,0.768107,2.282,""Aug 11, 16"",0.8646179177070188"
"2016-08-12,34.2103,34.6338,34.1316,34.3876,6064005,6064005,-0.039391,-0.114,""Aug 12, 16"",0.8624839546559931"
"2016-08-15,34.427,35.5004,34.3679,35.3231,7137204,7137204,0.935516,2.721,""Aug 15, 16"",0.9131520367431606"
"2016-08-16,35.1262,36.2291,35.0868,36.1897,9384959,9384959,0.866584,2.453,""Aug 16, 16"",0.9600883915659715"
"2016-08-17,36.1208,36.1897,35.6382,36.042,8002043,8002043,-0.147714,-0.408,""Aug 17, 16"",0.9520887381995635"
"2016-08-18,35.8746,36.1355,35.5004,36.1109,5293057,5293057,0.068934,0.191,""Aug 18, 16"",0.9558204654639203"
"2016-08-19,35.8844,36.1798,35.5506,35.9337,6675287,6675287,-0.177256,-0.491,""Aug 19, 16"",0.9462230478841811"
"2016-08-22,35.7761,35.9238,35.3133,35.4511,5189371,5189371,-0.482529,-1.343,""Aug 22, 16"",0.9200847085840558"
"2016-08-23,35.7662,36.0912,35.6284,35.845,5402244,5402244,0.393902,1.111,""Aug 23, 16"",0.9414189229444356"
"2016-08-24,35.717,36.426,35.6382,36.0912,5946506,5946506,0.246187,0.687,""Aug 24, 16"",0.9547534839384075"
"2016-08-25,35.7859,36.3768,35.7662,36.1601,5446011,5446011,0.068932,0.191,""Aug 25, 16"",0.9584852112027644"
"2016-08-26,36.1208,36.2783,35.4708,35.6776,6257687,6257687,-0.482529,-1.334,""Aug 26, 16"",0.9323522880525149"
"2016-08-29,35.5791,35.8549,35.5004,35.6185,4760672,4760672,-0.059085,-0.166,""Aug 29, 16"",0.9291513434759765"
"2016-08-30,34.9095,36.7855,34.811,36.4851,14509340,14509340,0.866583,2.433,""Aug 30, 16"",0.9760876982987875"
"2016-08-31,36.4063,36.4162,35.0868,35.7466,13111735,13111735,-0.738564,-2.024,""Aug 31, 16"",0.9360894314667476"
"2016-09-01,35.973,36.1503,35.333,35.6875,6940639,6940639,-0.059085,-0.165,""Sep 1, 16"",0.9328884868902092"
"2016-09-02,35.4511,36.1405,35.4511,35.973,5429115,5429115,0.285577,0.8,""Sep 2, 16"",0.9483515947853308"
"2016-09-06,35.8943,36.4063,35.8056,36.3965,5501735,5501735,0.423445,1.177,""Sep 6, 16"",0.9712889895089178"
"2016-09-07,36.9283,38.9175,36.8495,38.1592,13774999,13774999,1.7627,4.843,""Sep 7, 16"",1.0667594633678703"
"2016-09-08,38.0903,38.8091,37.8441,38.75,7101532,7101532,0.590853,1.548,""Sep 8, 16"",1.0987580768335021"
"2016-09-09,38.4054,38.7402,37.588,37.9032,8623597,8623597,-0.846889,-2.186,""Sep 9, 16"",1.05289411968608"
"2016-09-12,36.6525,37.7948,36.0617,37.7554,11959828,11959828,-0.147712,-0.39,""Sep 12, 16"",1.0448890501697963"
"2016-09-13,37.5388,37.7259,36.6525,36.8002,9330297,9330297,-0.955211,-2.53,""Sep 13, 16"",0.9931539865571158"
"2016-09-14,36.4359,36.6328,35.6973,35.8352,8092808,8092808,-0.965058,-2.622,""Sep 14, 16"",0.9408881402566172"
"2016-09-15,35.7564,36.0715,35.3034,35.8549,7805325,7805325,0.019695,0.055,""Sep 15, 16"",0.9419551217821299"
"2016-09-16,35.7072,35.8056,34.9292,34.9489,10724815,10724815,-0.905973,-2.527,""Sep 16, 16"",0.8928848039082938"
"2016-09-19,35.1163,35.5594,34.811,34.8997,5422349,5422349,-0.049238,-0.141,""Sep 19, 16"",0.8902200581694498"
"2016-09-20,35.2049,35.3133,34.5944,34.6141,6666508,6666508,-0.285579,-0.818,""Sep 20, 16"",0.8747515341244523"
"2016-09-21,34.4664,34.6141,33.3831,34.1414,10408214,10408214,-0.472681,-1.366,""Sep 21, 16"",0.8491493936620212"
"2016-09-22,34.427,35.4807,34.3187,34.7126,7438727,7438727,0.571156,1.673,""Sep 22, 16"",0.8800864417520162"
"2016-09-23,34.7618,35.1262,34.427,35.008,4603182,4603182,0.295426,0.851,""Sep 23, 16"",0.8960857484848321"
"2016-09-26,34.6535,35.0037,34.3285,34.3974,7353514,7353514,-0.610547,-1.744,""Sep 26, 16"",0.8630147373438116"
"2016-09-27,34.4467,35.5742,34.3679,35.4511,5068871,5068871,1.0537,3.063,""Sep 27, 16"",0.9200847085840558"
"2016-09-28,35.5496,36.298,35.2296,35.2936,6291604,6291604,-0.157561,-0.444,""Sep 28, 16"",0.9115542725298293"
"2016-09-29,35.1065,36.042,35.0572,35.2739,6183332,6183332,-0.019695,-0.056,""Sep 29, 16"",0.9104872910043165"
"2016-09-30,35.4314,36.426,35.3134,36.0518,7429336,7429336,0.777954,2.205,""Sep 30, 16"",0.952619520887382"
"2016-10-03,35.9041,37.1744,35.7761,37.1252,8878923,8878923,1.0734,2.977,""Oct 3, 16"",1.010756473653139"
"2016-10-04,37.8047,38.1887,36.9775,37.0563,9065626,9065626,-0.06893,-0.186,""Oct 4, 16"",1.007024746388782"
"2016-10-05,37.2434,37.5339,36.7412,37.2926,4713128,4713128,0.236339,0.638,""Oct 5, 16"",1.0198231085450595"
"2016-10-06,37.2532,37.6373,36.9972,37.588,5160788,5160788,0.295427,0.792,""Oct 6, 16"",1.0358224152778757"
"2016-10-07,37.6668,37.8943,36.8298,37.1547,5133308,5133308,-0.433292,-1.153,""Oct 7, 16"",1.01235423786647"
"2016-10-10,37.3714,38.3561,36.8987,38.2971,6939866,6939866,1.1423,3.074,""Oct 10, 16"",1.0742283340464598"
"2016-10-11,39.3803,39.3803,37.4797,37.6176,10034719,10034719,-0.679479,-1.774,""Oct 11, 16"",1.0374255956410827"
"2016-10-12,37.5388,37.7991,36.7904,36.8101,7410000,7410000,-0.807498,-2.147,""Oct 12, 16"",0.9936901853948101"
"2016-10-13,36.3866,38.8978,36.2399,38.6417,14773296,14773296,1.8316,4.976,""Oct 13, 16"",1.0928923865181197"
"2016-10-14,38.8485,39.3114,37.9967,38.0607,8871203,8871203,-0.581004,-1.504,""Oct 14, 16"",1.0614245557403064"
"2016-10-17,38.0706,39.1243,37.785,37.9918,5602040,5602040,-0.068932,-0.181,""Oct 17, 16"",1.0576928284759495"
"2016-10-18,38.2478,39.2818,38.2478,38.75,10538152,10538152,0.758259,1.996,""Oct 18, 16"",1.0987580768335021"
"2016-10-19,38.8781,40.1878,38.7993,40.0105,12764197,12764197,1.2605,3.253,""Oct 19, 16"",1.1670286460166925"
"2016-10-20,40.306,40.306,38.8139,39.9711,14695860,14695860,-0.039391,-0.098,""Oct 20, 16"",1.164894682965667"
"2016-10-21,39.3606,39.6314,39.0455,39.2917,9981485,9981485,-0.679478,-1.7,""Oct 21, 16"",1.1280973607101654"
"2016-10-24,39.6363,39.9318,39.1636,39.2227,6466782,6466782,-0.068934,-0.175,""Oct 24, 16"",1.124360217295933"
"2016-10-25,39.0553,39.8136,38.7599,39.0849,6020181,6020181,-0.137865,-0.351,""Oct 25, 16"",1.116896762767219"
"2016-10-26,37.9819,39.6462,37.6274,38.7205,10112314,10112314,-0.364359,-0.932,""Oct 26, 16"",1.0971603126201708"
"2016-10-27,38.8485,39.5674,38.6614,39.3015,6542122,6542122,0.581005,1.501,""Oct 27, 16"",1.128628143397984"
"2016-10-28,39.2424,39.9514,39.1932,39.4492,6710739,6710739,0.147713,0.376,""Oct 28, 16"",1.1366277967643919"
"2016-10-31,39.6954,40.1878,39.4689,39.981,5961076,5961076,0.531765,1.348,""Oct 31, 16"",1.1654308818033614"
"2016-11-01,39.8924,40.2272,38.9618,39.1932,9028663,9028663,-0.787803,-1.97,""Nov 1, 16"",1.1227624530826015"
"2016-11-02,39.1144,39.6363,39.0159,39.1046,5274455,5274455,-0.088627,-0.226,""Nov 2, 16"",1.117963744292732"
"2016-11-03,39.2724,39.7265,38.7985,38.8775,6006541,6006541,-0.227073,-0.581,""Nov 3, 16"",1.1056636679250187"
"2016-11-04,38.7689,39.7068,38.7393,39.2329,6717513,6717513,0.355405,0.914,""Nov 4, 16"",1.1249126645832543"
"2016-11-07,39.8746,41.1185,39.7956,40.9606,8334221,8334221,1.7277,4.404,""Nov 7, 16"",1.2184874859857122"
"2016-11-08,40.8915,41.316,40.4966,41.1679,5725832,5725832,0.20732,0.506,""Nov 8, 16"",1.229715164678037"
"2016-11-09,40.2399,42.2045,39.924,41.8688,8392383,8392383,0.700939,1.703,""Nov 9, 16"",1.2676769591568138"
"2016-11-10,42.165,42.8363,41.6121,41.7602,8666121,8666121,-0.108597,-0.259,""Nov 10, 16"",1.261795020391804"
"2016-11-11,41.5332,42.4019,41.1481,42.3822,6623490,6623490,0.621961,1.489,""Nov 11, 16"",1.2954834726186542"
"2016-11-14,42.4612,43.0535,42.4315,42.8462,7773627,7773627,0.464002,1.095,""Nov 14, 16"",1.3206144080418996"
"2016-11-15,44.4258,44.7022,43.0338,44.1888,13166625,13166625,1.3426,3.134,""Nov 15, 16"",1.393331636273039"
"2016-11-16,44.0901,44.2234,43.3694,43.8828,6166966,6166966,-0.306044,-0.693,""Nov 16, 16"",1.376758217653399"
"2016-11-17,43.8236,45.2649,43.4879,45.2452,8558682,8558682,1.3624,3.105,""Nov 17, 16"",1.4505478435599268"
